endToEndDelay:vector projectphase3.H2.app[1] (#0 - Exp2DropTailWithPolicingAndShaping-0-20250330-01:11:38-15176),
106.5654334,10.85258874
107.0184334,11.06558874
108.1919334,11.07908874
109.8614334,10.50858874
111.5194334,10.64658874
111.9206834,10.80783874
112.4556834,10.82283874
112.8569334,10.98408874
114.0304334,11.11758874
114.5654334,11.13258874
115.1521834,11.19933874
115.9546834,11.20183874
116.4896834,11.37683874
116.8909334,11.61808874
117.2921834,11.69933874
117.6934334,11.78058874
118.2284334,11.87558874
119.0309334,11.87808874
119.5659334,12.01308874
119.9671834,12.01433874
120.3684334,12.21558874
120.9034334,12.43058874
121.705945,12.75310036
122.2409334,12.76808874
122.8276834,13.03483874
123.2289334,13.19608874
124.1651834,13.61233874
124.5664334,13.69358874
124.9676834,13.69483874
125.5026834,13.70983874
125.9039334,13.71108874
126.8616834,13.62883874
127.2629334,13.63008874
127.6641834,13.63133874
128.1991834,13.68633874
129.2516834,12.89883874
129.7564334,12.72358874
130.1576834,12.72483874
131.5899334,12.15708874
131.9911834,12.15833874
132.4111834,12.01833874
132.9461834,12.03333874
133.3474334,12.03458874
134.4086834,11.69583874
134.9436834,11.71083874
135.3449334,11.71208874
137.5191834,11.04633874
139.3654334,10.65258874
139.7666834,10.81383874
140.1679334,10.81508874
141.1559334,10.88308874
141.5571834,11.04433874
141.9584334,11.28558874
142.4934334,11.30058874
142.8946834,11.30183874
143.8006834,11.24783874
144.7584334,11.32558874
145.1596834,11.40683874
145.5609334,11.40808874
146.1476834,11.31483874
146.6826834,11.32983874
149.5599334,11.48708874
149.9611834,11.56833874
150.8974334,11.66458874
151.3504334,11.55758874
151.7704334,11.53758874
152.1716834,11.53883874
152.7066834,11.55383874
153.5091834,11.55633874
153.9104334,11.55758874
154.6309334,11.63808874
155.0321834,11.63933874
156.0114334,11.37858874
157.6291834,10.87633874
158.0304334,11.11758874
158.8329334,11.64008874
159.3679334,11.85508874
160.2954334,12.02258874
160.8304334,12.19758874
161.2316834,12.19883874
162.0341834,12.20133874
162.5879334,12.15508874
163.2781834,12.04533874
163.6794334,12.04658874
164.3999334,11.96708874
165.2024334,11.96958874
165.6036834,12.05083874
166.1386834,12.02583874
166.5399334,12.02708874
167.7134334,12.36058874
168.2484334,12.45558874
168.6496834,12.61683874
169.0509334,12.77808874
169.9784334,12.62558874
170.9146834,12.60183874
171.4496834,12.61683874
171.8509334,12.69808874
172.2521834,12.93933874
173.1884334,13.03558874
173.8786834,12.76583874
175.5530391,12.00019446
175.9406834,12.06783874
176.4756834,12.08283874
177.2479334,11.89508874
177.6491834,11.89633874
178.4516834,11.89883874
178.9866834,12.07383874
179.3879334,12.07508874
180.5530391,11.40019446
180.9451834,11.47233874
181.4499334,11.33708874
182.2524334,11.33958874
183.6329334,10.92008874
184.0341834,11.08133874
184.7976834,10.76483874
185.3024334,10.98958874
185.7036834,11.23083874
186.5629334,10.89008874
187.4084334,10.53558874
188.1806834,10.38783874
188.5819334,10.38908874
189.1169334,10.40408874
189.7036834,10.63083874
190.5061834,11.11333874
191.0411834,11.28833874
191.4561834,11.18333874
191.8574334,11.34458874
192.3924334,11.31958874
193.0826834,11.08983874
193.6176834,11.26483874
195.4941834,11.18133874
196.8444334,11.13158874
197.5649334,11.37208874
197.9661834,11.53333874
198.3674334,11.61458874
199.4071834,11.61433874
199.9939334,11.52108874
201.0854334,11.37258874
202.0559334,11.14308874
202.7246834,11.13183874
203.2596834,11.22683874
203.7644334,11.21158874
205.5676834,11.37483874
206.2061834,11.37333874
206.7609334,4.40808874
208.1304334,11.93758874
211.6521834,11.09933874
215.5264334,12.37358874
215.9586834,11.56583874
216.3599334,3.16708874
217.2961834,3.90333874
218.2324334,13.55958874
219.1686834,5.33583874
219.7914334,16.23858874
222.1639334,18.41108874
223.1129334,19.28008874
223.4839334,19.61108874
226.5544334,11.36158874
228.0384334,20.84558874
228.4396834,21.00683874
228.9746834,21.18183874
229.3759334,10.98308874
230.3336834,21.02083874
232.6631834,10.59033874
233.0644334,10.59158874
233.6511834,10.49833874
234.5054334,10.67258874
235.0404334,10.92758874
235.4416834,11.08883874
235.8429334,11.17008874
236.3779334,11.42508874
237.2751834,11.24233874
237.6764334,11.32358874
238.0776834,11.48483874
238.6126834,11.73983874
239.4151834,11.90233874
240.4246834,11.59183874
241.5464334,11.75358874
241.999445,11.80660036
242.4006834,11.96783874
242.9874334,12.07458874
244.4626834,11.66983874
244.8639334,11.75108874
246.8526834,11.01983874
247.2539334,11.18108874
248.1901834,11.55733874
248.9624334,11.40958874
249.7346834,11.26183874
250.1359334,11.26308874
251.0721834,11.55933874
252.8881834,10.41533874
253.4231834,10.59033874
254.5014334,1.98858874
255.9249334,3.29208874
256.8739334,4.16108874
258.2939334,11.18108874
259.2301834,11.23733874
260.6409334,11.16808874
261.5771834,11.14433874
262.5134334,11.48058874
263.5169334,10.24408874
264.7939334,11.36108874
265.2329334,0.96008874
265.8639334,12.27108874
267.1181834,2.40533874
267.5711834,2.73833874
270.3889271,5.076082532
270.9064334,5.47358874
271.7084334,17.35558874
272.6451834,6.81233874
278.0159334,10.30308874
278.4171834,10.46433874
278.8701834,21.27733874
279.4051834,10.85233874
279.8064334,11.01358874
280.7944334,11.08158874
281.5666834,10.93383874
281.9679334,10.93508874
282.7704334,10.93758874
283.4606834,10.82783874
284.4184334,11.06558874
285.3156834,21.28283874
285.7169334,11.16408874
286.2519334,11.41908874
287.0241834,11.59133874
287.6109334,11.73808874
288.0121834,11.89933874
288.9484334,12.15558874
289.3496834,12.31683874
289.7509334,12.39808874
290.1521834,12.39933874
290.8726834,12.39983874
291.2739334,12.40108874
291.8089334,12.37608874
292.7364334,12.22358874
294.0349334,11.72208874
294.4361834,11.88333874
295.3636834,11.73083874
295.7649334,11.73208874
296.2999334,12.06708874
296.7011834,12.30833874
297.5036834,12.31083874
298.0386834,12.32583874
298.4399334,12.40708874
298.8411834,12.48833874
299.4279334,12.47508874
299.9629334,12.49008874
300.3641834,12.49133874
301.0846834,12.41183874
302.2796834,12.04683874
303.3926834,11.71983874
303.9491834,11.75633874
304.6179334,11.98508874
305.7826834,11.74983874
306.3176834,11.96483874
307.1201834,12.16733874
307.9226834,12.12983874
308.3239334,12.13108874
309.8596834,11.42683874
310.2609334,11.50808874
310.7959334,11.48308874
311.6171834,11.38433874
312.2039334,11.45108874
312.7906834,11.63783874
313.2954334,11.54258874
314.6329334,12.04008874
315.5691834,12.29633874
321.8149334,4.98208874
327.4406834,9.40783874
327.8419334,9.56908874
329.8306834,9.83783874
330.2470184,20.21417375
330.7669334,10.13408874
332.0099334,10.01708874
333.1229334,21.05008874
333.5241834,10.41133874
333.9254334,10.49258874
335.5734334,10.70058874
335.9746834,10.90183874
336.6649334,10.95208874
337.4371834,11.20433874
337.9721834,11.45933874
338.3734334,11.46058874
339.1974334,11.36458874
341.5846834,11.35183874
341.9859334,11.43308874
342.5209334,11.52808874
343.3234334,11.69058874
344.3329334,11.86008874
344.7341834,11.86133874
345.7056787,11.91283409
347.0206834,11.70783874
347.4219334,11.86908874
347.8231834,11.95033874
348.5436834,12.03083874
349.2339334,11.80108874
351.2139334,11.38108874
351.8194334,11.18658874
352.5096834,11.03683874
352.9626834,10.96983874
353.7651834,10.97233874
354.3001834,11.14733874
354.7014334,11.30858874
355.1026834,11.30983874
355.5039334,11.31108874
356.0389334,11.28608874
356.6256834,11.23283874
357.4281834,11.55533874
357.9631834,11.85033874
358.4679334,11.71508874
359.1884334,11.71558874
359.5896834,11.71683874
359.9909334,11.87808874
361.4749334,11.80208874
362.009945,12.01710036
362.4111834,12.29833874
363.2136834,12.54083874
363.7486834,12.71583874
364.1499334,12.79708874
364.5511834,12.95833874
365.0861834,13.05333874
366.2596834,12.86683874
366.6609334,12.86808874
367.0621834,12.86933874
368.0199334,12.62708874
368.7404334,12.62758874
369.1416834,12.62883874
369.5429334,12.63008874
370.3889271,12.31608253
371.2124334,12.13958874
371.7474334,12.15458874
372.1486834,12.39583874
373.4774334,12.40458874
374.0124334,12.37958874
374.4136834,12.38083874
375.3714334,12.13858874
375.7726834,12.13983874
377.5544334,11.80158874
378.9564334,11.32358874
379.5949334,11.24208874
380.3671834,11.17433874
380.7684334,11.41558874
381.3034334,11.59058874
381.7046834,11.67183874
382.8969334,11.54408874
383.7209334,11.44808874
385.0711834,11.03833874
385.7096834,11.11683874
387.1634334,10.73058874
387.6681834,10.63533874
388.4706834,10.95783874
389.9546834,10.88183874
391.2934334,10.10058874
391.6946834,10.22183874
392.2814334,10.32858874
394.3649334,9.81208874
394.8999334,9.98708874
395.3011834,9.98833874
395.7024334,10.22958874
396.2374334,10.48458874
397.5964334,10.72358874
397.9976834,10.72483874
398.5844334,10.63158874
399.2746834,10.72183874
399.6759334,10.88308874
400.4784334,11.04558874
401.0134334,11.30058874
401.4146834,11.54183874
402.3724334,11.73958874
402.9074334,11.75458874
403.3086834,11.83583874
404.1111834,12.07833874
404.6461834,12.29333874
405.4184334,12.38558874
405.8196834,12.62683874
407.4159334,12.62308874
408.1061834,12.39333874
408.6411834,12.40833874
409.0424334,12.56958874
410.0001834,12.40733874
410.4014334,12.48858874
410.9364334,12.70358874
411.5231834,12.65033874
412.4594334,12.62658874
412.8606834,12.62783874
413.5509334,12.39808874
414.3749334,12.38208874
414.7761834,12.38333874
415.5484334,12.23558874
416.1351834,12.14233874
416.5881834,12.15533874
417.9686834,11.81583874
418.3699334,12.05708874
418.7711834,12.13833874
419.7074334,12.39458874
420.2941834,12.30133874
420.8291834,12.31633874
421.4159334,12.46308874
421.8171834,12.46433874
422.8051834,12.41233874
423.5256834,12.41283874
423.9269334,12.37408874
424.9149334,12.40208874
425.6871834,12.49433874
426.5629334,12.33008874
426.9641834,12.41133874
428.6854334,12.05258874
429.2204334,12.22758874
429.8071834,12.21433874
430.8771834,12.24433874
431.2784334,12.24558874
432.6071834,11.97433874
433.0084334,11.97558874
434.3674334,11.81458874
436.1189334,11.40608874
436.5201834,11.48733874
436.9849334,6.27208874
437.4564334,11.82358874
438.2589334,11.82608874
439.1131834,12.08033874
439.4959334,8.42308874
440.2984334,9.10558874
440.7611834,12.04833874
441.2961834,12.14333874
443.7409334,12.18808874
445.9924334,3.51958874
446.4589334,14.54608874
447.0624334,4.34958874
447.9429334,15.87008874
448.8919334,16.73908874
449.4699334,6.19708874
449.9014334,17.62858874
450.9411834,17.50833874
451.2764334,18.80358874
451.7436834,7.95083874
452.1449334,18.63208874
454.4529334,20.82008874
455.9886834,22.27583874
456.9464334,12.07358874
457.3476834,12.15483874
458.6159334,11.42308874
459.1509334,11.39808874
459.9964334,10.92358874
461.1914334,10.51858874
461.7264334,10.49358874
462.1276834,10.49483874
462.5806834,10.50783874
463.5686834,10.85583874
463.9699334,11.01708874
464.5049334,11.15208874
464.9061834,11.23333874
466.2651834,11.47233874
466.6664334,11.67358874
467.1711834,11.57833874
468.1074334,11.83458874
468.5086834,11.83583874
469.5699334,11.97708874
469.9711834,12.13833874
470.5061834,12.15333874
470.9074334,12.23458874
471.4424334,12.48958874
472.2449334,12.65208874
472.7799334,12.86708874
473.5521834,12.87933874
474.5831834,12.39033874
475.1181834,12.40533874
475.9724334,12.37958874
476.6626834,12.14983874
477.1976834,12.16483874
477.5989334,12.32608874
478.4014334,12.40858874
478.9364334,12.54358874
479.3376834,12.54483874
479.7389334,12.54608874
480.5111834,12.39833874
481.3351834,12.54233874
482.241195,12.40835036
482.6941834,12.30133874
483.8159334,12.22308874
484.2171834,12.22433874
486.1756834,11.98283874
487.0979334,4.90508874
488.1429334,11.75008874
488.6476834,11.57483874
489.1826834,11.58983874
489.9851834,11.59233874
491.2231834,10.99033874
491.7581834,11.08533874
492.3449334,11.07208874
493.2054334,0.77258874
495.9059334,2.99308874
497.7199334,14.04708874
498.6689334,14.91608874
499.6209334,5.94808874
501.5534334,17.56058874
502.0109334,17.33808874
502.5459334,17.83308874
504.4829334,9.89008874
505.6564334,10.78358874
506.0576834,11.10483874
506.4589334,11.22608874
506.9119334,11.27908874
507.4469334,22.09408874
508.2494334,11.89658874
508.6506834,12.05783874
509.3711834,12.13833874
509.8241834,22.59133874
510.6266834,22.59383874
511.1616834,12.04883874
511.5629334,22.85008874
512.0676834,12.31483874
512.8399334,12.48708874
513.7889334,11.91608874
514.1901834,11.99733874
514.5914334,12.07858874
514.9926834,12.23983874
515.5276834,12.49483874
517.5164334,12.00358874
517.9176834,11.96483874
518.6899334,11.89708874
519.2249334,11.91208874
519.6261834,11.91333874
520.0274334,11.91458874
520.9636834,12.05083874
521.4986834,12.06583874
521.8999334,12.06708874
522.3199334,11.96708874
523.5969334,11.80408874
523.9981834,11.96533874
524.4511834,11.93833874
524.8524334,12.17958874
525.2536834,12.46083874
525.7886834,12.51583874
527.5186834,12.12583874
527.9199334,12.28708874
528.3211834,12.44833874
528.7224334,12.60958874
529.8354334,12.44258874
530.7111834,12.27833874
531.1124334,12.27958874
532.0399334,11.88708874
533.5971834,11.16433874
534.9171834,10.60433874
535.8964334,10.10358874
536.2976834,10.18483874
536.8326834,10.43983874
537.6351834,10.52233874
538.1701834,10.49733874
538.5714334,10.49858874
539.8699334,10.43708874
540.2711834,10.59833874
540.8061834,10.77333874
541.3929334,10.68008874
542.1954334,11.00258874
542.7304334,11.17758874
543.1316834,11.33883874
543.5329334,11.58008874
544.5336834,11.34083874
544.9349334,11.50208874
545.3361834,11.74333874
545.8711834,11.99833874
546.2724334,12.15958874
547.2086834,12.49583874
547.9809334,12.46808874
548.3821834,12.46933874
548.7834334,12.47058874
549.3184334,12.48558874
550.2761834,12.24333874
550.8111834,12.45833874
551.2124334,12.65958874
552.3341834,12.74133874
552.7354334,12.70258874
553.1366834,12.70383874
553.7234334,12.73058874
554.2584334,12.70558874
554.9486834,12.47583874
555.4836834,12.49083874
556.2861834,12.89333874
556.6874334,13.13458874
557.4596834,13.06683874
557.9946834,13.04183874
559.0344334,12.88158874
559.4356834,12.88283874
559.8369334,12.96408874
560.3889271,13.07608253
561.3081834,13.03533874
562.2659334,12.95308874
562.7569334,1.08408874
563.9744334,12.90158874
564.3756834,12.90283874
564.9106834,12.95783874
565.4674334,3.39458874
565.8986834,12.98583874
566.8049334,4.53208874
567.3399334,4.98708874
567.8229334,13.15008874
568.2241834,13.15133874
569.2124334,6.57958874
569.6349334,12.96208874
570.0149334,7.26208874
571.3954334,8.48258874
572.3314334,12.89858874
573.2934334,10.22058874
574.2424334,11.08958874
575.1516834,0.67883874
577.1244334,13.57158874
577.9039334,2.91108874
578.5601834,3.40733874
578.9614334,3.72858874
579.4964334,4.14358874
581.0409334,5.32808874
581.4419334,17.24908874
581.8951834,5.98233874
582.4301834,6.39733874
584.2724334,7.83958874
585.2086834,18.57583874
586.6789334,21.96608874
587.6279334,22.83508874
588.9449334,11.43208874
589.4799334,11.84708874
589.8811834,22.28833874
590.2824334,12.44958874
590.8174334,12.86458874
592.8061834,12.57333874
593.3411834,22.42833874
594.1436834,22.43083874
594.9676834,12.49483874
595.3689334,12.57608874
595.8219334,12.46908874
596.4086834,12.37583874
596.9436834,12.39083874
597.3449334,12.39208874
597.9834334,23.67058874
598.7859334,12.39308874
599.3209334,12.48808874
600.3304334,12.21758874
601.4219334,12.06908874
602.0086834,11.97583874
602.698945,11.82610036
603.2339334,12.08108874
603.6351834,12.16233874
605.4081834,11.73533874
605.8094334,11.81658874
606.3444334,11.91158874
606.7456834,11.91283874
608.6221834,11.14933874
609.0234334,11.15058874
609.6101834,11.09733874
610.1451834,11.15233874
612.0734334,10.60058874
613.1346834,10.42183874
614.1959334,10.44308874
614.6489334,10.49608874
615.3176834,10.84483874
616.3955406,2.002695965
618.3290406,3.776195965
620.2270406,5.514195965
621.4956834,10.98283874
622.0306834,11.31783874
622.7726834,11.49983874
623.4800406,8.327195965
623.9979334,11.64508874
624.5500406,9.237195965
624.9859334,11.91308874
625.5209334,11.96808874
626.7116834,0.67883874
627.2466834,1.05383874
627.6479334,10.77508874
629.2139334,2.62108874
630.1199334,3.32708874
631.1365406,14.98369597
634.8786834,7.24583874
635.8815406,19.32869597
636.4836834,8.49083874
636.8849334,8.77208874
637.7391834,19.34633874
638.7789334,19.98608874
639.3139334,20.36108874
639.7151834,10.96233874
640.1164334,11.28358874
641.0224334,11.30958874
641.8464334,11.33358874
642.3814334,11.42858874
643.1839334,11.83108874
644.0079334,11.97508874
644.5946834,12.16183874
646.1089334,12.39608874
647.8604334,11.90758874
648.2616834,11.90883874
649.0856834,23.17283874
649.8881834,11.89533874
650.4749334,11.80208874
651.3809334,11.66808874
651.7821834,11.82933874
652.2869334,11.65408874
652.6881834,11.81533874
653.4906834,11.89783874
654.0256834,11.91283874
654.4269334,11.91408874
655.6736834,11.72083874
656.2086834,11.81583874
657.2611834,11.42833874
658.1369334,11.58408874
659.3016834,11.30883874
659.8884334,11.33558874
660.5786834,11.06583874
661.1654334,11.09258874
662.1446834,10.83183874
662.7831834,10.75033874
663.1844334,10.75158874
666.4931834,10.26033874
666.8944334,10.42158874
668.1626834,10.24983874
669.1369334,2.90408874
669.5949334,10.16208874
669.9961834,10.36333874
670.8719334,10.19908874
671.5621834,10.32933874
672.3469334,5.63408874
673.6239334,6.75108874
674.0644334,10.35158874
675.0006834,10.68783874
676.4631834,11.07033874
682.2024334,14.60958874
682.637824,13.36497935
683.574074,5.701229346
686.3694334,18.41658874
687.7929334,19.72008874
688.2674334,19.91458874
688.725074,9.852229346
689.527574,10.45472935
690.062574,10.86972935
690.463824,11.15097935
691.598324,20.28547935
692.629324,10.91647935
693.030574,10.91772935
693.802824,10.76997935
694.204074,10.85122935
695.502574,11.06972935
695.903824,11.23097935
696.438824,11.40597935
697.025574,11.59272935
697.828074,11.67522935
698.281074,11.72822935
698.867824,11.67497935
699.402824,11.72997935
699.804074,11.73122935
701.154324,11.16147935
701.555574,11.32272935
702.409824,11.73697935
702.944824,11.83197935
703.346074,12.07322935
703.747324,12.23447935
704.148574,12.31572935
704.683574,12.33072935
705.537824,12.38497935
705.939074,12.38622935
706.340324,12.46747935
706.875324,12.64247935
707.677824,12.96497935
708.212824,12.97997935
709.830574,12.47772935
710.2470184,12.49417375
711.168074,12.57522935
712.095574,12.38272935
712.496824,12.54397935
713.031824,12.79897935
713.433074,12.80022935
714.235574,12.80272935
714.770574,12.89772935
715.883574,12.41072935
716.284824,12.41197935
716.686074,12.41322935
717.221074,12.46822935
717.7169334,1.08408874
718.610324,12.37747935
721.440574,12.64772935
722.0229334,5.03008874
722.971945,5.89910036
723.645074,12.49222935
724.046324,12.49347935
725.271574,12.23872935
725.724574,12.13172935
726.125824,12.13297935
726.660824,12.30797935
727.062074,12.46922935
728.235574,12.48272935
728.636824,12.48397935
729.6454334,0.77258874
730.6284334,12.55558874
731.9584334,2.52558874
733.1016834,3.38883874
733.5029334,3.71008874
734.4391834,14.52633874
734.8591834,4.74633874
735.2604334,5.06758874
735.6616834,15.46883874
736.5676834,6.05483874
742.1756834,10.54283874
742.5769334,10.62408874
743.2671834,20.27433874
743.8021834,20.52933874
744.7599334,20.80708874
745.9031834,10.27033874
746.3044334,10.27158874
747.6244334,10.27158874
748.0256834,10.43283874
748.5606834,10.68783874
749.0654334,10.75258874
750.3889271,11.19608253
750.7739334,11.34108874
751.4944334,23.06158874
752.5226834,11.52983874
753.6444334,11.45158874
754.4684334,11.47558874
755.0034334,11.53058874
755.4046834,11.61183874
755.9914334,11.63858874
756.3926834,11.63983874
756.8974334,11.78458874
757.6394334,11.52658874
758.1744334,11.78158874
758.5756834,12.02283874
759.3781834,12.26533874
760.1504334,12.11758874
760.6854334,12.29258874
761.9321834,11.93933874
762.3851834,11.87233874
763.6319334,11.91908874
764.1669334,11.89408874
764.5681834,11.97533874
765.5044334,12.07158874
765.9056834,12.23283874
766.3069334,12.23408874
766.8936834,12.14083874
767.4286834,12.23583874
768.6236834,12.07083874
769.0249334,12.31208874
769.5599334,12.32708874
769.9611834,12.32833874
770.8974334,12.30458874
771.9069334,12.15408874
772.6791834,12.16633874
773.5031834,12.23033874
774.0381834,12.32533874
775.2244334,11.99158874
775.7594334,11.96658874
776.1606834,11.96783874
776.5619334,11.96908874
777.8906834,11.65783874
778.2919334,11.65908874
780.0736834,11.56083874
780.4749334,11.56208874
781.0616834,11.50883874
781.6154334,11.38258874
782.3876834,11.47483874
782.9744334,11.46158874
783.3756834,11.54283874
784.3119334,11.79908874
784.7131834,11.88033874
785.1144334,11.88158874
786.1239334,12.05108874
786.5251834,12.29233874
786.9264334,12.37358874
787.8841834,12.13133874
788.8204334,12.26758874
789.2216834,12.34883874
789.9939334,12.36108874
790.9301834,12.45733874
791.3314334,12.61858874
791.8664334,12.75358874
793.9586834,12.24583874
794.3599334,12.32708874
795.3176834,12.08483874
795.9044334,11.99158874
796.8836834,11.81083874
797.2849334,11.81208874
798.2944334,11.50158874
798.6956834,11.66283874
799.6534334,11.50058874
800.4559334,11.50308874
800.9909334,11.63808874
801.3921834,11.63933874
802.5139334,11.56108874
803.1006834,11.50783874
803.5019334,11.66908874
803.9031834,11.83033874
804.4079334,11.97508874
805.3441834,12.31133874
806.1164334,12.16358874
806.5176834,12.24483874
806.9189334,12.40608874
807.6091834,12.21633874
808.4116834,12.65883874
808.8129334,12.74008874
809.3176834,12.56483874
809.7189334,12.64608874
810.4911834,12.73833874
811.1296834,12.65683874
811.6646834,12.79183874
812.8381834,12.64533874
813.2394334,12.64658874
814.5896834,12.15683874
816.2201834,11.06733874
816.6214334,11.14858874
817.6611834,11.14833874
818.0624334,11.22958874
818.4636834,11.23083874
819.4214334,11.06858874
820.1116834,10.91883874
820.5129334,11.00008874
821.2334334,11.08058874
821.7684334,11.17558874
823.6019334,10.76908874
825.5984726,4.205627989
826.5474726,5.074627989
826.9886834,11.99583874
827.9249334,12.21208874
828.9559334,11.80308874
829.3571834,11.80433874
831.5519726,9.439127989
831.9716834,11.97883874
832.9596834,11.96683874
835.3776834,2.30483874
835.8709726,13.39812799
837.2944726,14.70162799
838.5486834,4.75583874
839.0836834,5.17083874
839.4849334,5.49208874
843.4239842,19.95113961
844.5969334,9.72408874
845.0289726,21.31612799
845.8221834,10.66933874
846.4304334,20.59758874
847.3794334,10.18658874
847.7806834,10.34783874
848.7169334,10.44408874
849.1181834,10.44533874
849.7566834,10.52383874
850.9126834,10.27983874
851.3139334,21.96108874
851.9524334,10.51958874
852.3536834,10.68083874
853.8289334,10.27608874
854.2301834,10.43733874
854.6314334,10.51858874
855.1791834,10.38633874
855.9816834,10.62883874
856.5166834,10.88383874
858.0524334,10.77958874
858.6001834,10.68733874
859.1049334,10.51208874
859.6399334,10.68708874
860.4424334,11.00958874
860.9774334,11.34458874
861.3786834,11.58583874
861.9136834,11.64083874
862.3149334,11.64208874
863.1174334,11.80458874
863.6524334,11.81958874
864.0536834,12.06083874
864.4549334,12.22208874
864.9899334,12.47708874
865.7924334,12.87958874
866.3791834,12.82633874
866.9141834,12.80133874
867.6776834,12.36483874
868.6051834,12.09233874
869.0064334,12.25358874
869.9426834,12.66983874
870.6329334,12.56008874
871.1679334,12.73508874
871.8581834,12.46533874
874.8007242,2.087879588
876.3491834,11.07633874
876.7592242,3.846379588
877.2854334,11.17258874
880.6332242,7.280379588
881.0861834,11.25333874
881.5579334,11.04508874
882.4941834,11.30133874
882.8954334,11.30258874
883.2966834,11.46383874
883.8316834,11.71883874
885.5941834,1.24133874
886.5304334,11.17758874
887.3287242,13.17587959
888.2691834,12.67633874
896.9879334,18.43508874
897.3891834,9.39633874
898.3254334,9.93258874
898.7266834,10.09383874
899.1279334,10.25508874
899.5291834,10.33633874
900.0641834,10.59133874
901.1859334,21.23308874
901.5871834,11.15433874
902.3594334,11.40658874
902.7606834,11.56783874
904.1196834,11.88683874
904.6546834,12.14183874
905.0559334,23.22308874
905.4571834,12.46433874
906.3026834,12.46983874
906.7039334,12.55108874
907.6314334,12.55858874
908.0326834,12.55983874
908.5676834,12.57483874
909.6074334,12.49458874
910.0604334,12.38758874
910.6471834,12.29433874
911.6566834,11.98383874
913.1016834,10.98883874
913.6884334,10.93558874
914.0896834,11.09683874
914.9136834,10.92083874
915.3149334,10.92208874
915.7161834,10.92333874
916.2511834,11.17833874
917.5799334,11.14708874
917.9811834,11.30833874
918.5679334,11.33508874
919.1761834,10.98333874
919.7111834,11.15833874
920.5136834,11.24083874
921.3376834,11.14483874
921.8726834,11.31983874
922.2739334,11.40108874
923.0764334,11.56358874
924.0341834,12.08133874
925.1256834,12.21283874
