endToEndDelay:vector projectphase3.H2.app[1] (#0 - Exp1DropTailWithoutPolicingAndShaping-0-20250330-01:17:59-13444),
27.278126,10.48528139
27.411876,15.37903139
27.649126,15.57628139
27.782876,15.67003139
27.916626,15.64378139
28.050376,11.21753139
28.235876,15.92303139
28.421376,16.06853139
28.555126,16.04228139
28.688876,16.13603139
28.822626,11.94978139
29.059876,16.46703139
29.193626,16.48078139
29.327376,16.53453139
29.461126,12.54828139
29.646626,16.81378139
29.832126,16.87928139
29.965876,16.93303139
30.099626,17.02678139
30.233376,13.28053139
30.418876,17.22603139
30.623126,17.35028139
30.756876,17.44403139
30.890626,13.89778139
31.024376,17.59153139
31.158126,17.64528139
31.291876,14.25903139
31.425626,17.87278139
31.559376,17.96653139
31.693126,14.62028139
31.826876,18.11403139
31.960626,18.16778139
32.094376,14.98153139
32.228126,18.39528139
32.361876,18.40903139
32.599126,15.44628139
32.732876,18.46003139
32.970126,15.77728139
33.103876,18.51103139
33.341126,16.10828139
33.474876,18.48203139
33.608626,18.45578139
33.742376,16.46953139
33.876126,18.60328139
34.009876,18.61703139
34.247126,16.93428139
34.380876,18.58803139
34.690626,17.33778139
34.859876,17.46703139
34.993626,7.120781386
35.127376,17.69453139
35.261126,7.348281386
35.394876,7.442031386
35.528626,18.05578139
35.662376,7.669531386
35.796126,7.763281386
35.929876,18.41703139
36.063626,7.990781386
36.197376,8.084531386
36.382876,18.83003139
36.516626,8.363781386
36.702126,19.10928139
36.835876,8.643031386
36.969626,8.736781386
37.103376,19.47053139
37.237126,18.36428139
37.370876,9.098031386
37.504626,19.83178139
37.638376,9.325531386
37.772126,9.419281386
37.905876,20.19303139
38.039626,19.12678139
38.173376,9.780531386
38.358876,20.60603139
38.492626,10.05978139
38.626376,10.15353139
38.811876,21.01903139
38.945626,10.43278139
39.079376,10.52653139
39.213126,21.38028139
39.346876,10.75403139
39.480626,20.52778139
39.614376,21.74153139
39.748126,11.11528139
39.881876,11.20903139
40.015626,22.10278139
40.149376,11.43653139
40.283126,21.29028139
40.416876,22.46403139
40.569376,11.81653139
40.703126,11.91028139
40.836876,22.84403139
41.022376,12.18953139
41.207876,23.17503139
41.341626,12.46878139
41.493126,12.58028139
41.626876,23.55403139
41.760626,12.80778139
41.894376,22.86153139
42.028126,23.91528139
42.161876,13.16903139
42.295626,13.26278139
42.429376,24.27653139
42.614876,13.54203139
42.800376,24.60753139
42.934126,13.82128139
43.119626,13.96678139
43.253376,25.02053139
43.438876,14.24603139
43.572626,25.29978139
43.706376,14.47353139
43.840126,14.56728139
43.973876,25.66103139
44.107626,14.79478139
44.241376,24.92853139
44.375126,26.02228139
44.508876,15.15603139
44.797876,15.40503139
44.983376,15.55053139
45.117126,26.72428139
45.302626,15.82978139
45.488126,15.97528139
45.621876,16.06903139
45.755626,26.20278139
45.889376,27.45653139
46.074876,16.48203139
46.312126,16.67928139
46.497626,28.02478139
46.631376,16.95853139
46.868626,17.15578139
47.002376,17.24953139
47.136126,17.34328139
47.269876,28.75703139
47.455376,27.66253139
47.640876,17.80803139
47.826376,17.95353139
48.011876,29.45903139
48.197376,18.28453139
48.434626,18.48178139
48.568376,18.57553139
48.702126,30.10928139
48.887626,18.85478139
49.073126,29.04028139
49.206876,19.13403139
49.392376,30.75953139
49.629626,19.47678139
49.763376,19.57053139
49.948876,19.67603139
50.082626,29.80978139
50.216376,31.50353139
50.401876,20.00903139
50.554376,30.24153139
50.739876,20.26703139
50.873626,20.36078139
51.007376,32.21453139
51.244626,20.65178139
51.413126,32.58028139
51.668126,20.99528139
51.801876,31.28903139
51.987376,21.27453139
52.121126,21.36828139
52.254876,21.46203139
52.492126,21.65928139
52.625876,32.07303139
52.863126,21.55028139
52.996876,21.52403139
53.130626,21.53778139
53.264376,21.55153139
53.501626,21.46878139
53.687126,21.33428139
53.872626,21.11978139
54.058126,20.98528139
54.191876,21.03903139
54.325626,21.05278139
54.459376,21.14653139
54.593126,21.12028139
54.726876,31.09403139
54.860626,21.22778139
54.994376,21.20153139
55.128126,21.21528139
55.261876,21.22903139
55.395626,21.20278139
55.891626,20.53878139
56.025376,20.63253139
56.262626,20.54978139
56.499876,20.38703139
56.737126,20.30428139
56.870876,20.27803139
57.004626,20.37178139
57.138376,20.38553139
57.323876,30.53103139
57.457626,20.38478139
57.591376,20.35853139
57.725126,20.37228139
57.858876,20.38603139
57.992626,20.43978139
58.126376,30.85353139
58.260126,20.58728139
58.393876,31.08103139
58.579376,20.66653139
58.816626,20.50378139
59.053876,20.34103139
59.187626,20.31478139
59.321376,20.32853139
59.455126,20.34228139
59.692376,20.17953139
59.826126,20.15328139
59.959876,20.24703139
60.093626,20.34078139
60.227376,20.31453139
60.361126,20.40828139
60.494876,20.50203139
60.647376,20.49453139
60.781126,20.58828139
60.914876,20.68203139
61.048626,20.65578139
61.182376,20.74953139
61.316126,20.76328139
61.449876,20.81703139
61.583626,20.83078139
61.717376,20.92453139
61.851126,21.01828139
61.984876,20.99203139
62.118626,21.08578139
62.252376,21.17953139
62.851876,20.89903139
62.985626,20.91278139
63.119376,20.92653139
63.253126,20.90028139
63.386876,20.99403139
63.520626,21.08778139
63.654376,21.10153139
63.891626,21.09878139
64.077126,21.16428139
64.210876,21.17803139
64.603376,20.93053139
64.737126,20.90428139
64.870876,20.91803139
65.004626,20.93178139
65.190126,20.83728139
65.323876,20.85103139
65.561126,20.84828139
65.850126,20.93728139
66.087376,21.01453139
66.324626,20.93178139
66.458376,20.98553139
66.592126,20.99928139
66.725876,21.09303139
66.859626,21.14678139
67.096876,21.18403139
67.334126,20.98128139
67.519626,21.00678139
67.653376,21.02053139
67.787126,20.99428139
67.920876,21.00803139
68.054626,20.98178139
68.188376,20.99553139
68.322126,21.00928139
68.455876,20.98303139
68.589626,20.99678139
68.723376,21.01053139
68.857126,21.06428139
68.990876,21.07803139
69.124626,21.17178139
69.258376,21.26553139
69.392126,21.23928139
69.525876,21.33303139
69.659626,21.42678139
69.793376,21.40053139
69.927126,21.41428139
70.060876,21.42803139
70.194626,21.40178139
70.328376,21.49553139
70.462126,21.58928139
70.614626,21.58178139
70.748376,21.59553139
70.882126,21.60928139
71.067626,21.51478139
71.201376,21.52853139
71.335126,21.50228139
71.468876,21.51603139
71.602626,21.52978139
71.736376,21.50353139
71.870126,21.51728139
72.003876,21.53103139
72.137626,21.50478139
72.271376,21.51853139
72.663876,21.11103139
72.797626,21.16478139
72.931376,21.25853139
73.065126,21.35228139
73.198876,21.44603139
73.332626,21.49978139
73.518126,21.60528139
73.755376,21.60253139
73.992626,21.43978139
74.126376,21.41353139
74.260126,21.42728139
74.393876,21.44103139
74.838126,21.28528139
75.178876,21.26603139
75.312626,21.27978139
75.446376,21.25353139
75.580126,21.26728139
75.713876,21.36103139
75.847626,21.33478139
75.981376,21.34853139
76.115126,21.44228139
76.248876,21.49603139
76.434376,21.52153139
76.619876,21.58703139
76.753626,21.60078139
76.887376,21.69453139
77.021126,21.74828139
77.154876,21.76203139
77.288626,21.85578139
77.422376,21.90953139
77.556126,21.92328139
77.689876,21.93703139
77.823626,21.91078139
77.957376,21.92453139
78.091126,21.93828139
78.224876,21.99203139
78.358626,22.08578139
78.492376,22.09953139
78.626126,22.15328139
78.759876,22.24703139
78.893626,22.26078139
79.027376,22.31453139
79.161126,22.32828139
79.294876,22.34203139
79.428626,22.31578139
79.562376,22.32953139
79.696126,22.34328139
79.829876,22.31703139
79.963626,22.33078139
80.097376,22.34453139
80.231126,22.31828139
80.364876,22.33203139
80.498626,22.34578139
80.651126,22.33828139
80.784876,22.35203139
80.918626,22.36578139
81.052376,22.33953139
81.186126,22.35328139
81.319876,22.36703139
81.453626,22.34078139
81.587376,22.35453139
81.721126,22.36828139
81.854876,22.34203139
81.988626,22.35578139
82.122376,22.36953139
82.256126,22.34328139
82.389876,22.35703139
82.575376,22.34253139
82.709126,22.35628139
82.842876,22.37003139
83.028376,22.27553139
83.265626,22.11278139
83.502876,21.95003139
83.791876,22.03903139
83.925626,22.09278139
84.059376,22.10653139
84.193126,22.12028139
84.326876,22.09403139
84.460626,22.10778139
84.594376,22.12153139
84.779876,22.10703139
84.913626,22.12078139
85.047376,22.17453139
85.181126,22.26828139
85.314876,22.28203139
85.448626,22.33578139
85.582376,22.42953139
85.716126,22.44328139
85.849876,22.41703139
85.983626,22.43078139
86.117376,22.44453139
86.251126,22.49828139
86.384876,22.59203139
86.518626,22.68578139
86.652376,22.77953139
86.837876,22.84503139
86.971626,22.85878139
87.105376,22.91253139
87.239126,23.00628139
87.372876,23.10003139
87.506626,23.15378139
87.640376,23.16753139
87.774126,23.18128139
87.907876,23.15503139
88.041626,23.16878139
88.210126,23.21728139
88.723876,22.81103139
88.857626,22.82478139
89.094876,11.38203139
89.228626,22.79578139
89.465876,11.71303139
89.599626,22.76678139
89.785126,22.67228139
89.918876,12.12603139
90.052626,22.81978139
90.186376,22.79353139
90.320126,12.48728139
90.453876,22.94103139
90.606376,22.97353139
90.740126,12.86728139
90.873876,23.08103139
91.007626,23.09478139
91.141376,13.22853139
91.275126,23.24228139
91.408876,23.21603139
91.594376,13.64153139
91.728126,23.29528139
91.861876,23.26903139
91.995626,14.00278139
92.129376,23.41653139
92.263126,23.39028139
92.448626,14.41578139
92.634126,23.36128139
92.767876,23.37503139
92.901626,23.38878139
93.035376,23.36253139
93.169126,23.25628139
93.354626,23.16178139
93.488376,22.89553139
93.622126,22.90928139
93.755876,15.52303139
93.889626,23.01678139
94.023376,23.03053139
94.157126,15.88428139
94.290876,23.17803139
94.424626,23.15178139
94.558376,16.24553139
94.692126,23.29928139
94.825876,23.31303139
95.063126,16.71028139
95.196876,23.20403139
95.382376,23.22953139
95.516126,23.20328139
95.701626,23.30878139
95.835376,23.28253139
95.969126,17.53628139
96.206376,23.33353139
96.340126,23.42728139
96.473876,23.40103139
96.607626,23.41478139
96.741376,23.42853139
96.875126,18.36228139
97.060626,23.02778139
97.349626,22.63678139
97.483376,18.89053139
97.668876,22.39603139
97.802626,22.40978139
97.936376,19.30353139
98.121876,22.32903139
98.255626,22.34278139
98.441126,22.32828139
98.574876,22.34203139
98.708626,22.31578139
98.894126,22.26128139
99.027876,22.23503139
99.213376,20.46053139
99.398876,22.36603139
99.636126,22.32328139
99.769876,22.33703139
99.903626,21.11078139
100.089126,22.53628139
100.222876,22.63003139
100.356626,21.52378139
100.546876,22.87403139
100.802626,21.92978139
100.988126,12.03528139
101.121876,12.12903139
101.255626,22.34278139
101.389376,12.35653139
101.523126,12.45028139
101.656876,22.70403139
101.894126,22.90128139
102.079626,12.84678139
102.265126,23.23228139
102.398876,13.12603139
102.584376,13.27153139
102.769876,13.41703139
102.955376,13.56253139
103.140876,24.02803139
103.326376,13.85353139
103.511876,13.99903139
103.697376,14.14453139
103.882876,14.29003139
104.068376,14.43553139
104.253876,14.58103139
104.387626,25.03478139
104.573126,25.18028139
104.758626,14.96578139
104.995876,15.16303139
105.129626,15.25678139
105.366876,15.45403139
105.552376,15.59953139
105.737876,15.74503139
105.975126,15.94228139
106.160626,16.08778139
106.346126,16.23328139
106.479876,26.72703139
106.613626,16.46078139
106.799126,16.60628139
106.932876,27.14003139
107.118376,16.88553139
107.252126,27.41928139
107.437626,17.16478139
107.623126,17.31028139
107.808626,17.45578139
107.942376,28.02953139
108.076126,17.68328139
108.261626,17.82878139
108.447126,28.45428139
108.632626,28.59978139
108.766376,18.25353139
108.900126,18.34728139
109.033876,28.96103139
109.167626,18.57478139
109.301376,18.66853139
109.435126,29.32228139
109.568876,18.89603139
109.702626,29.54978139
109.888126,18.97528139
110.021876,19.06903139
110.155626,29.96278139
110.341126,19.10828139
110.474876,19.08203139
110.627376,30.39453139
110.761126,19.32828139
110.894876,19.42203139
111.028626,30.75578139
111.162376,19.56953139
111.296126,19.62328139
111.429876,19.59703139
111.615376,19.54253139
111.852626,31.45978139
111.986376,19.67353139
112.120126,19.72728139
112.253876,31.82103139
112.387626,19.95478139
112.521376,19.96853139
112.655126,32.18228139
112.788876,20.11603139
112.922626,32.40978139
113.056376,20.26353139
113.190126,20.35728139
113.323876,32.77103139
113.457626,20.54478139
113.591376,20.55853139
113.725126,33.13228139
113.858876,20.78603139
113.992626,20.83978139
114.178126,20.86528139
114.415376,33.74253139
114.549126,20.79628139
114.682876,33.97003139
114.868376,21.03553139
115.002126,21.00928139
115.135876,34.38303139
115.321376,21.24853139
115.455126,21.22228139
115.588876,34.79603139
115.722626,21.44978139
115.908126,21.59528139
116.041876,21.56903139
116.175626,35.30278139
116.309376,21.79653139
116.494876,21.94203139
116.732126,21.81928139
116.969376,21.81653139
117.206626,21.81378139
117.392126,21.75928139
117.525876,21.81303139
117.659626,36.06678139
117.845126,21.93228139
117.978876,22.02603139
118.112626,22.11978139
118.246376,36.37353139
118.380126,22.22728139
118.565626,22.33278139
118.699376,22.30653139
118.833126,36.72028139
118.966876,22.53403139
119.100626,22.62778139
119.234376,36.96153139
119.419876,22.58703139
119.553626,22.64078139
119.687376,22.73453139
119.821126,37.46828139
119.954876,22.88203139
120.088626,22.93578139
120.222376,37.70953139
120.356126,23.04328139
120.489876,37.93703139
120.694126,38.10128139
120.931376,23.09853139
121.1168876,38.28404301
121.302376,22.90953139
121.487876,38.41503139
121.621626,22.82878139
121.807126,22.61428139
121.940876,22.58803139
122.074626,22.68178139
122.208376,22.77553139
122.342126,22.50928139
122.475876,38.92303139
122.661376,22.42853139
122.795126,39.12228139
122.980626,22.42778139
123.114376,39.36153139
123.248126,22.57528139
123.381876,39.58903139
123.515626,22.64278139
123.649376,39.73653139
123.783126,22.75028139
123.916876,39.92403139
124.050626,22.73778139
124.184376,40.15153139
124.369876,22.65703139
124.503626,22.67078139
124.637376,22.64453139
124.771126,22.65828139
124.904876,22.67203139
125.038626,40.60578139
125.224126,22.47128139
125.357876,22.56503139
125.491626,40.85878139
125.625376,22.75253139
125.759126,22.76628139
125.892876,41.14003139
126.026626,22.91378139
126.212126,22.81928139
126.345876,41.19303139
126.583126,22.67028139
126.716876,22.64403139
126.902376,22.58953139
127.036126,41.20328139
127.169876,22.69703139
127.303626,22.71078139
127.437376,41.44453139
127.571126,22.85828139
127.704876,41.59203139
127.838626,23.08578139
127.972376,23.09953139
128.106126,41.87328139
128.239876,23.28703139
128.373626,23.38078139
128.507376,42.11453139
128.641126,23.52828139
128.774876,23.62203139
128.908626,42.39578139
129.042376,23.80953139
129.176126,23.82328139
129.309876,42.67703139
129.443626,24.05078139
129.577376,24.10453139
129.711126,42.91828139
129.896626,24.10378139
130.030376,42.99753139
130.164126,24.13128139
130.297876,43.10503139
130.431626,24.23878139
130.584126,24.27128139
130.717876,43.48503139
130.851626,24.25878139
130.985376,43.71253139
131.119126,24.28628139
131.252876,43.82003139
131.386626,24.39378139
131.520376,24.40753139
131.654126,24.50128139
131.787876,24.55503139
131.921626,24.64878139
132.055376,24.66253139
132.189126,24.63628139
132.322876,24.65003139
132.456626,24.66378139
132.590376,24.63753139
132.724126,24.65128139
132.857876,24.66503139
132.991626,24.63878139
133.125376,24.73253139
133.259126,24.74628139
133.392876,24.72003139
133.526626,24.81378139
133.660376,24.90753139
133.794126,24.88128139
133.927876,24.97503139
134.061626,25.06878139
134.195376,25.04253139
134.329126,25.13628139
134.462876,25.23003139
134.596626,25.20378139
134.730376,25.29753139
134.864126,25.39128139
134.997876,25.40503139
135.131626,25.45878139
135.265376,25.55253139
135.399126,25.56628139
135.532876,25.54003139
135.666626,25.55378139
135.800376,25.56753139
135.934126,25.62128139
136.067876,25.71503139
136.201626,25.72878139
136.335376,25.70253139
136.469126,25.79628139
136.602876,25.81003139
136.736626,25.86378139
136.870376,25.95753139
137.004126,25.97128139
137.137876,25.94503139
137.271626,25.95878139
137.405376,25.97253139
137.539126,25.94628139
137.672876,25.96003139
137.806626,25.97378139
137.940376,25.94753139
138.074126,25.96128139
138.207876,25.97503139
138.341626,26.02878139
138.475376,26.04253139
138.816126,25.78328139
138.949876,25.87703139
139.083626,25.89078139
139.217376,25.94453139
139.351126,25.95828139
139.484876,25.97203139
139.618626,25.94578139
139.752376,25.95953139
139.886126,25.97328139
140.019876,25.94703139
140.153626,25.96078139
140.287376,25.97453139
140.421126,26.02828139
140.573626,26.06078139
140.707376,26.07453139
141.255126,25.42228139
141.440626,25.32778139
141.574376,25.34153139
141.759876,25.12703139
141.893626,25.10078139
142.027376,25.11453139
142.161126,25.12828139
142.294876,25.10203139
142.428626,25.11578139
142.562376,25.08953139
142.696126,25.10328139
142.881626,25.00878139
143.015376,24.90253139
143.304376,24.11153139
143.438126,24.12528139
143.571876,24.09903139
143.705626,24.11278139
143.839376,24.12653139
143.973126,24.10028139
144.106876,24.11403139
144.240626,24.12778139
144.374376,24.10153139
144.508126,24.11528139
144.641876,24.12903139
144.775626,24.10278139
144.909376,24.11653139
145.043126,24.13028139
145.176876,24.10403139
145.310626,24.11778139
145.444376,24.13153139
145.578126,24.10528139
145.711876,24.11903139
146.000876,23.60803139
146.134626,23.58178139
146.268376,23.59553139
146.402126,23.60928139
146.535876,23.58303139
146.669626,23.59678139
146.803376,23.61053139
146.937126,23.58428139
147.070876,23.59803139
147.204626,23.61178139
147.338376,23.58553139
147.472126,23.59928139
147.605876,23.61303139
147.739626,23.58678139
147.873376,23.48053139
148.041876,23.48903139
148.193376,23.40053139
148.378876,23.18603139
148.564376,22.97153139
148.749876,22.99703139
148.883626,22.81078139
149.017376,22.78453139
149.151126,13.23828139
149.336626,22.70378139
149.470376,13.51753139
149.707626,22.43478139
149.944876,13.95203139
150.233876,14.20103139
150.367626,22.17478139
150.501376,22.26853139
150.705626,22.15278139
150.839376,22.12653139
150.973126,22.22028139
151.106876,22.31403139
151.240626,22.32778139
151.374376,22.30153139
151.508126,15.35528139
151.693626,22.38078139
151.827376,22.35453139
151.961126,22.36828139
152.094876,15.90203139
152.280376,22.56753139
152.517626,22.48478139
152.703126,22.39028139
152.836876,22.48403139
152.970626,22.53778139
153.104376,16.83153139
153.238126,22.72528139
153.371876,22.77903139
153.505626,22.87278139
153.639376,22.96653139
153.773126,22.94028139
153.906876,22.95403139
154.040626,17.68778139
154.174376,23.10153139
154.411626,23.17878139
154.545376,23.19253139
154.679126,23.20628139
154.812876,18.42003139
154.946626,23.19378139
155.080376,23.20753139
155.265876,22.99303139
155.399626,22.96678139
155.533376,22.98053139
155.667126,19.19428139
155.852626,22.77978139
155.986376,22.75353139
156.171876,22.85903139
156.305626,22.91278139
156.439376,19.88653139
156.573126,23.10028139
156.706876,23.07403139
156.840626,23.08778139
156.974376,20.38153139
157.108126,23.23528139
157.293626,23.26078139
157.427376,23.27453139
157.561126,23.28828139
157.694876,23.26203139
157.828626,23.15578139
157.962376,23.12953139
158.096126,23.14328139
158.229876,23.15703139
158.363626,23.13078139
158.497376,23.14453139
158.631126,23.23828139
158.764876,23.21203139
159.040626,22.20778139
159.295626,11.98278139
159.429376,12.07653139
159.563126,22.69028139
159.748626,12.35578139
159.882376,12.44953139
160.016126,12.54328139
160.149876,21.71703139
160.283626,12.77078139
160.417376,12.86453139
160.569876,12.97703139
160.703626,23.75078139
160.837376,13.20453139
161.022876,13.35003139
161.156626,13.44378139
161.290376,24.29753139
161.475876,13.72303139
161.661376,23.10853139
161.795126,14.00228139
162.135876,14.26303139
162.269626,14.35678139
162.403376,25.29053139
162.588876,14.63603139
162.826126,14.83328139
162.959876,14.92703139
163.093626,25.86078139
163.227376,24.47453139
163.361126,15.28828139
163.494876,26.22203139
163.628626,15.51578139
163.865876,25.07303139
163.999626,15.80678139
164.133376,26.82053139
164.318876,16.08603139
164.452626,16.17978139
164.586376,16.27353139
164.720126,25.80728139
164.853876,16.50103139
164.987626,16.59478139
165.121376,16.68853139
165.255126,26.30228139
165.388876,16.91603139
165.522626,17.00978139
165.656376,17.10353139
165.841876,26.80903139
165.975626,17.38278139
166.109376,17.47653139
166.294876,17.58203139
166.428626,27.27578139
166.562376,17.80953139
166.747876,17.91503139
166.881626,29.32878139
167.015376,18.14253139
167.149126,29.55628139
167.282876,18.37003139
167.416626,18.46378139
167.550376,29.91753139
167.684126,28.41128139
167.817876,18.82503139
167.951626,18.91878139
168.137126,18.98428139
168.270876,28.83803139
168.456376,19.22353139
168.590126,19.31728139
168.723876,30.97103139
168.857626,29.34478139
168.991376,19.67853139
169.125126,19.77228139
169.258876,19.86603139
169.392626,19.95978139
169.526376,29.89353139
169.660126,20.18728139
169.793876,20.28103139
169.927626,20.37478139
170.061376,30.38853139
170.195126,20.60228139
170.328876,32.25603139
170.462626,20.82978139
170.615126,20.94228139
170.748876,32.55603139
170.882626,31.12978139
171.016376,21.30353139
171.150126,32.87728139
171.283876,21.53103139
171.417626,21.62478139
171.551376,33.23853139
171.685126,21.85228139
171.818876,31.94603139
171.952626,22.07978139
172.086376,22.17353139
172.220126,22.26728139
172.353876,32.44103139
172.487626,22.49478139
172.621376,22.58853139
172.755126,22.68228139
172.888876,32.93603139
173.022626,22.90978139
173.156376,23.00353139
173.290126,23.09728139
173.423876,23.19103139
173.557626,33.40478139
173.691376,23.41853139
173.825126,23.51228139
173.958876,23.60603139
174.092626,23.69978139
174.226376,34.03353139
174.360126,23.92728139
174.545626,24.07278139
174.782876,24.27003139
174.968376,34.61553139
175.153876,24.60103139
175.391126,24.75828139
175.628376,24.75553139
175.865626,24.87278139
175.999376,24.84653139
176.133126,24.86028139
176.266876,24.87403139
176.400626,24.84778139
176.534376,24.86153139
176.668126,24.87528139
176.801876,24.84903139
176.987376,24.79453139
177.121126,24.76828139
177.254876,24.78203139
177.388626,24.79578139
177.522376,35.60953139
177.656126,35.66328139
177.789876,35.75703139
177.923626,24.65078139
178.057376,35.82453139
178.191126,35.91828139
178.324876,24.65203139
178.458626,35.98578139
178.644126,24.57128139
178.777876,24.54503139
178.911626,24.55878139
179.045376,24.57253139
179.179126,24.54628139
179.312876,24.56003139
179.498376,35.86553139
179.632126,24.47928139
179.765876,24.49303139
179.899626,24.46678139
180.033376,24.48053139
180.167126,24.57428139
180.300876,24.54803139
180.434626,24.56178139
180.587126,24.59428139
180.720876,24.56803139
180.854626,24.58178139
181.091876,24.41903139
181.225626,24.43278139
181.462876,24.27003139
181.596626,24.24378139
181.782126,24.14928139
181.915876,24.16303139
182.049626,35.49678139
182.183376,35.51053139
182.317126,24.04428139
182.450876,35.49803139
182.584626,35.47178139
182.718376,23.88553139
182.852126,23.97928139
182.985876,24.07303139
183.119626,24.04678139
183.253376,24.06053139
183.387126,24.07428139
183.520876,24.04803139
183.654626,24.06178139
183.788376,24.07553139
183.922126,24.04928139
184.055876,24.06303139
184.241376,23.84853139
184.478626,23.68578139
184.612376,23.65953139
184.746126,23.67328139
184.879876,23.64703139
185.013626,23.66078139
185.147376,23.67453139
185.332876,23.54003139
185.466626,23.51378139
185.652126,23.49928139
186.148126,22.87528139
186.281876,22.88903139
186.415626,22.90278139
186.549376,22.87653139
186.683126,22.89028139
186.816876,22.90403139
186.950626,22.87778139
187.084376,22.89153139
187.218126,22.98528139
187.455376,22.82253139
187.692626,22.73978139
187.878126,22.64528139
188.011876,22.65903139
188.145626,22.63278139
188.279376,22.64653139
188.413126,22.66028139
188.546876,22.63403139
188.680626,22.72778139
188.814376,22.74153139
188.948126,22.71528139
189.081876,22.72903139
189.215626,22.74278139
189.349376,22.71653139
189.483126,22.73028139
189.616876,22.82403139
189.750626,22.79778139
189.884376,22.81153139
190.018126,22.82528139
190.151876,22.79903139
190.337376,22.74453139
190.593376,22.60053139
190.830626,22.51778139
191.016126,22.38328139
191.149876,22.27703139
191.283626,22.25078139
191.417376,22.34453139
191.551126,22.35828139
191.684876,22.33203139
191.818626,22.42578139
191.952376,22.43953139
192.137876,22.22503139
192.271626,22.19878139
192.405376,22.21253139
192.539126,22.22628139
192.724626,22.13178139
192.858376,22.14553139
192.992126,22.11928139
193.125876,22.13303139
193.259626,22.14678139
193.496876,21.98403139
193.734126,21.98128139
193.971376,21.49853139
194.105126,21.51228139
194.238876,21.52603139
194.372626,21.49978139
194.506376,21.59353139
194.640126,21.68728139
194.825626,21.51278139
195.218126,21.38528139
195.351876,21.47903139
195.485626,21.57278139
195.619376,21.62653139
195.753126,21.68028139
195.938626,21.58578139
196.072376,21.59953139
196.309626,21.43678139
196.443376,21.41053139
196.577126,21.42428139
196.710876,21.43803139
196.948126,21.43528139
197.081876,21.48903139
197.215626,21.58278139
197.608126,21.25528139
197.741876,21.26903139
197.979126,21.10628139
198.112876,21.08003139
198.246626,21.09378139
198.380376,21.10753139
