endToEndDelay:vector projectphase3.H2.app[0] (#0 - Exp2DropTailWithPolicingAndShaping-0-20250330-01:11:38-15176),
889.0114071,3.891538478
889.3824071,4.222538478
889.4341571,4.254288478
889.7231571,4.503288478
889.9086571,4.668788478
890.2494071,4.949538478
890.4866571,5.146788478
890.6721571,5.312288478
890.8576571,5.477788478
891.3321571,5.892288478
892.1776571,6.572456644
892.7039071,7.018706644
893.1784071,7.413206644
893.3639071,7.578706644
893.7866571,7.941456644
893.8384071,7.973206644
894.0239071,8.138706644
894.2094071,8.304206644
894.4466571,8.501456644
895.0334071,8.972368746
895.2189071,9.097868746
896.2586571,8.923111224
900.4566571,10.5218549
901.6389071,10.97928877
901.6906571,10.91103877
903.1531571,11.41484822
903.2049071,11.42659822
903.3904071,11.41209822
905.5734071,12.00188281
908.9386571,12.36024146
910.1121571,12.32003
910.6989071,11.83430243
910.9274071,11.66506363
911.7084071,11.6374239
911.9066571,11.2556739
912.0619071,11.0109239
912.2171571,10.8461739
913.1534071,10.93758492
916.6221571,11.12502423
916.6739071,10.89677423
916.8506571,10.67352423
918.0329071,11.20657051
920.5654071,10.98183042
920.7421571,10.75698233
923.2014071,11.50682156
923.3869071,11.59232156
923.4386571,11.58407156
924.2626571,11.83016857
924.4097681,0.438102891
924.5132681,0.521602891
926.6660181,2.514352891
926.8125181,2.640852891
926.8857681,2.694102891
927.2870181,3.075352891
927.3602681,3.128602891
928.2360181,3.944352891
928.3092681,3.997602891
928.7105181,4.378852891
928.7837681,4.432102891
930.1340181,5.682352891
930.2249009,5.75323567
930.6085181,6.116852891
930.6817681,6.170102891
931.0830181,6.551352891
933.4300181,8.585825187
933.9045181,9.020325187
933.9777681,9.073575187
934.6904071,9.746214174
937.3376571,10.52998022
937.5624071,10.73473022
938.2829071,11.43523022
939.4990181,12.61134124
939.6419071,12.73423022
940.6084071,13.66073022
941.7301571,14.74248022
945.4966571,7.555517035
945.6734071,7.712267035
946.1479071,8.106767035
946.5189071,8.437767035
946.9934071,8.832267035
947.0451571,8.864017035
947.6016571,9.360517035
947.8906571,9.589517035
948.0761571,9.755017035
948.2616571,9.920517035
948.4471571,10.08601703
948.6844071,10.28326703
948.9216571,10.48051703
949.1071571,10.64601703
949.2926571,10.77151703
950.1254071,10.73394047
950.1959071,10.62444047
952.0019071,10.3519718
953.3394071,10.17452132
953.5161571,9.951271316
955.3584071,9.934374539
955.4101571,9.946124539
957.7659071,10.66869126
961.0276571,11.88360728
962.0889071,11.59415474
962.2326571,11.47790474
962.2844071,11.38965474
965.9991571,12.37611004
966.1846571,12.28161004
966.2364071,12.21336004
966.5556571,12.13117842
966.6074071,12.04292842
968.3246571,12.29249073
968.4194071,12.04724073
971.0641571,11.95543051
971.1159071,11.88718051
971.2711571,11.64243051
971.5601571,11.39370003
976.4571571,11.96364256
977.3241571,11.57374568
977.3759071,11.58549568
978.7436571,11.80962255
985.1764071,12.49492235
985.5474071,12.4933059
985.7329071,12.3988059
986.3801571,12.52477288
987.1651571,11.83413452
987.4024071,11.67138452
987.4541571,11.58313452
987.6396571,11.50361357
988.4206571,11.72074239
989.2876571,11.6707622
989.9349071,11.63316474
990.1116571,11.50991474
990.4309071,11.41055135
990.7501571,11.34098685
990.8019071,11.25273685
990.9874071,11.17983274
993.3734071,11.29185436
993.9601571,11.07764477
994.1369071,10.93439477
994.9696571,10.95997576
995.0859071,10.35111365
995.4569071,10.43718619
995.6424071,10.36268619
995.6941571,10.35443619
998.2139071,11.20079305
1000.509157,11.62137006
1000.560907,11.35312006
1001.384907,11.52663094
1001.436657,11.25838094
1001.665157,11.16688094
1001.902407,11.16413094
1002.139657,11.07917582
1002.920657,11.05119066
1004.629157,11.25193944
1005.051907,11.1288213
1005.228657,10.85314561
1007.659157,11.77779154
1007.710907,11.42954154
1007.866157,5.353340023
1008.237157,5.704340023
1008.310407,5.757590023
1008.784907,6.192090023
1009.186157,6.573340023
1009.259407,6.626590023
1009.660657,7.007840023
1010.463157,7.750340023
1010.609657,7.876840023
1010.682907,7.930090023
1011.084157,8.311340023
1012.628657,9.668751878
1013.103157,10.10325188
1013.176407,10.15650188
1013.577657,10.53775188
1013.996657,9.62608624
1014.315907,9.80533624
1018.057157,3.807806181
1018.233907,3.944556181
1018.285657,3.976306181
1018.471157,4.141806181
1018.708407,4.339056181
1019.079407,4.670056181
1019.131157,4.701806181
1019.316657,4.867306181
1019.553907,5.064556181
1019.791157,5.261806181
1020.164992,5.595641188
1020.399407,5.790056181
1020.636657,5.987306181
1021.059407,6.350056181
1021.244907,6.515556181
1021.533907,6.744556181
1021.719407,6.910056181
1021.904907,7.075556181
1022.193907,7.324556181
1022.379407,7.490056181
1023.358657,8.259004134
1023.544157,8.424504134
1024.070407,8.870754134
1024.493157,9.233504134
1024.678657,9.399004134
1029.834407,10.30665481
1031.594657,10.85502241
1031.646407,10.78677241
1031.698157,10.61852241
1032.522157,11.01372687
1034.446407,11.54125508
1035.559407,11.74532653
1036.392157,12.10297739
1036.443907,11.79472739
1036.931157,11.42809944
1040.749407,11.4960121
1043.135407,11.94357068
1044.226907,11.96516118
1045.473657,11.61321588
1045.702157,11.26171588
1045.939407,11.09896588
1046.124907,11.0995404
1046.176657,11.0112904
1046.331907,10.9265404
1051.095157,11.55817636
1051.353907,11.42545517
1051.405657,11.41720517
1051.457407,11.42895517
1052.238407,11.56622775
1053.916657,11.36798745
1053.989907,11.26372602
1054.227157,11.26097602
1054.278907,11.17272602
1054.464407,11.09822602
1055.281657,2.048143207
1055.354907,2.101393207
1056.394657,3.015641979
1057.057407,3.658391979
1057.240157,3.801141979
1058.991657,5.412641979
1059.138157,5.539141979
1059.939407,6.280391979
1060.087157,6.408141979
1060.561657,6.842641979
1063.088907,9.014481502
1063.145907,9.051481502
1063.547157,9.432731502
1063.620407,9.485981502
1064.496157,10.3017315
1065.336407,0.462296146
1065.782897,0.82878626
1069.187397,3.451616565
1069.372897,3.617116565
1069.610147,3.814366565
1070.224901,4.349120243
1070.455647,4.539866565
1070.692897,4.737116565
1070.930147,4.934366565
1071.115647,5.099866565
1071.301147,5.265366565
1071.538397,5.462616565
1071.961147,5.825366565
1075.788147,8.829752723
1075.964897,8.94754611
1076.150397,9.11304611
1076.387647,9.31029611
1079.092897,11.06212727
1083.333897,12.23168552
1084.692897,12.56051574
1084.744647,12.49226574
1086.112397,12.6425723
1088.213397,12.27462321
1088.265147,12.12637321
1091.405897,12.07585215
1092.238647,12.10122674
1092.600897,11.66347674
1094.145397,11.32921281
1094.382647,11.24646281
1094.619897,11.16420738
1094.857147,11.10145738
1095.094397,10.91870738
1095.331647,10.83595738
1095.383397,10.84770738
1095.702647,10.8439714
1096.423147,10.84871948
1096.979647,11.00521948
1097.216897,10.92246948
1097.587897,10.75786366
1097.639647,10.68961366
1098.062397,10.44515255
1099.214397,10.5519855
1099.442897,10.1804855
1099.494647,10.1094377
1101.285147,10.27157583
1101.716647,10.46307583
1101.923647,10.27007583
1102.570897,10.35732583
1103.748397,9.858777502
1104.663147,10.2442407
1104.714897,10.2559907
1105.077147,10.1982407
1105.128897,10.1899907
1105.314397,10.1954907
1105.551647,10.1127407
1107.670147,10.66392159
1107.721897,10.65567159
1109.339647,10.83582332
1110.439897,11.15645539
1110.616647,10.93379258
1110.668397,10.84554258
1110.853897,10.77104258
1111.091147,10.60829258
1111.142897,10.52004258
1111.328397,10.44554258
1111.565647,10.36279258
1113.559657,10.74304175
1113.848657,7.868059196
1114.456397,8.455799311
1116.643979,0.26878626
1116.881229,0.46603626
1117.303979,0.82878626
1117.355729,0.86053626
1117.541229,1.02603626
1121.142157,3.824234891
1121.193907,3.835984891
1121.377229,3.999307062
1121.562729,4.164807062
1121.799979,4.362057062
1122.037229,4.559307062
1122.222729,4.724807062
1122.408229,4.890307062
1122.645479,5.087557062
1123.305479,5.647557062
1123.490979,5.813057062
1124.438157,6.545978644
1124.530729,6.618550815
1124.716229,6.784050815
1126.981229,8.583906119
1127.352229,8.914906119
1127.403979,8.946656119
1127.589479,9.112156119
1127.826729,9.309406119
1127.878479,9.341156119
1128.249479,9.672156119
1128.434979,9.837656119
1128.672229,10.03490612
1128.723979,10.06665612
1128.909479,10.23215612
1130.390729,9.969547512
1130.876729,9.940546845
1130.928479,9.952296845
1131.113979,9.937796845
1131.351229,9.935046845
1131.588479,9.952296845
1131.907729,9.951546845
1132.956229,10.46334388
1133.862229,10.63115006
1134.172729,10.34160099
1135.130479,10.35351152
1135.315979,10.27901152
1137.589729,10.502295
1137.641479,10.494045
1137.900229,10.51978392
1139.854729,11.14188778
1139.906479,11.15363778
1139.958229,11.14538778
1140.773479,10.85395563
1141.010729,10.85120563
1141.381729,10.76530266
1143.223979,11.26357173
1143.275729,11.17532173
1143.461229,11.09373158
1143.564729,11.01723158
1144.449229,10.96458821
1145.531979,10.93487197
1145.851229,10.93256996
1147.589979,10.99733397
1148.866979,11.03681035
1151.213979,10.94203306
1151.412229,10.85476333
1151.463979,10.84651333
1152.421729,10.85015533
1152.473479,10.76190533
1152.628729,10.51715533
1152.783979,10.35240533
1154.099979,10.50847283
1156.602229,10.96444
1156.653979,10.61619
1161.951657,11.3261157
1163.824157,11.6683045
1163.875907,11.6600545
1166.768479,12.76700272
1166.820229,12.67875272
1166.945229,12.54375272
1167.874157,12.53721879
1169.235515,0.46603626
1169.710015,0.86053626
1169.761765,0.89228626
1170.184515,1.25503626
1170.555515,1.58603626
1170.607265,1.61778626
1171.047765,1.99828626
1172.731407,3.361840532
1172.954515,3.544948275
1173.562765,4.073198275
1173.614515,4.104948275
1173.800015,4.270448275
1174.037265,4.467698275
1174.089015,4.499448275
1174.870015,5.146506104
1175.180515,5.417006104
1175.232265,5.448756104
1175.417765,5.614256104
1175.655015,5.811506104
1176.026015,6.142506104
1176.077765,6.174256104
1176.263265,6.339756104
1176.500515,6.537006104
1176.737765,6.734256104
1176.923265,6.899756104
1177.108765,7.065256104
1177.346015,7.262506104
1177.602015,7.478506104
1177.653765,7.510256104
1177.973015,7.809506104
1182.429765,10.15975203
1182.615265,10.16525203
1183.448015,10.5074665
1184.962265,10.81778968
1187.084765,10.97586059
1189.173015,11.787043
1190.963515,11.7341906
1191.140265,11.5109406
1192.745265,11.36776622
1194.104265,11.67624102
1195.226015,11.84949691
1195.351015,11.58018718
1195.640015,11.33733142
1198.561015,11.93822546
1207.090765,13.12594643
1208.070015,12.9703275
1208.121765,12.9820775
1208.307265,13.0675775
1212.216265,13.12160483
