endToEndDelay:vector projectphase3.H2.app[0] (#0 - Exp1DropTailWithoutPolicingAndShaping-0-20250330-01:17:59-13444),
567.2128498,14.8588877
567.3983498,15.0243877
567.9850998,15.5911377
568.0368498,15.6228877
568.6235998,16.1896377
569.6633498,17.1293877
570.6700998,18.0561377
574.0655998,20.97531394
574.1173498,21.00706394
577.8055998,12.94295588
577.9910998,13.08845588
578.3103498,13.34770588
578.6295998,13.62695588
578.8150998,13.77245588
579.0005998,13.91795588
579.0523498,13.94970588
579.3715998,14.24895588
579.5570998,14.37445588
579.7425998,14.53995588
579.7943498,14.57170588
582.8073498,17.0396208
582.9928498,17.1851208
583.5493498,17.6216208
583.8685998,17.8808708
584.0540998,18.0263708
584.2395998,18.1918708
584.3948498,18.2871208
587.6780998,20.87880828
588.5323498,21.43305828
588.7178498,21.49855828
591.0620998,21.87142956
591.1138498,21.88317956
591.1655998,21.87492956
591.2173498,21.78667956
591.2690998,21.79842956
591.3208498,21.79017956
591.4243498,21.53367956
594.9535998,22.74201853
595.0053498,22.73376853
595.0570998,22.72551853
600.0575998,23.87228733
602.4018498,24.22414271
602.8548498,24.14232096
602.9065998,24.15407096
602.9583498,24.14582096
603.0100998,24.13757096
603.0618498,24.14932096
603.1135998,24.14107096
603.1653498,24.15282096
603.2170998,24.14457096
603.4025998,24.22683774
603.4543498,24.23858774
603.9073498,24.34813795
603.9590998,24.25988795
604.1445998,24.18538795
605.6675998,23.95803249
605.7193498,23.88978249
605.9048498,23.80145351
606.0903498,23.72695351
606.4095998,23.62767643
606.4613498,23.63942643
606.6468498,23.72492643
607.3673498,23.64243374
608.8903498,23.54813519
610.6995998,23.48485217
610.7513498,23.41660217
611.6055998,23.1497636
611.9248498,23.05686663
612.7790998,22.7146801
612.8308498,22.5664301
614.7550998,23.17265446
614.8068498,23.10440446
614.9923498,23.18990446
615.0440998,23.10165446
615.2295998,23.20715446
615.5488498,23.13587737
615.7343498,23.04137737
615.7860998,22.97312737
615.9715998,22.87862737
616.0233498,22.81037737
617.2788498,23.05824271
619.2030998,23.29296421
619.3885998,23.21846421
619.4403498,23.13021421
619.4920998,23.04196421
619.5438498,22.97371421
619.5955998,22.88546421
619.7810998,22.89456256
619.8328498,22.80631256
622.5783498,23.0666617
622.7638498,23.0721617
622.8155998,22.9839117
622.8673498,22.9956617
622.9190998,22.9074117
622.9708498,22.8991617
623.0225998,22.8309117
623.0743498,22.7426617
623.1260998,22.6144117
623.1778498,22.3461617
623.6308498,22.36910569
623.8163498,22.282322
623.8680998,22.214072
624.5885998,21.85534645
625.1753498,21.96209645
625.3608498,21.82759645
625.4125998,21.75934645
625.5980998,21.74484645
625.6498498,21.75659645
625.8353498,21.74209645
626.2883498,21.83154627
626.7413498,21.74887848
626.7930998,21.66062848
627.6473498,21.67297739
628.2340998,21.596414
628.5533498,21.50106003
630.2100998,21.9473294
630.3955998,21.87113717
630.4473498,21.78288717
631.8553498,21.71675353
632.4420998,21.71590173
632.4938498,21.62765173
632.5455998,21.63940173
632.7310998,21.72490173
633.5853498,22.20645658
633.6370998,22.21820658
633.8225998,22.28370658
633.8743498,22.21545658
635.2635998,22.53093744
637.1878498,23.03712168
637.2395998,23.02887168
637.2913498,22.94062168
637.3430998,22.95237168
637.3948498,22.86412168
637.4465998,22.77587168
638.9695998,22.94205804
639.0213498,22.87380804
639.0730998,22.86555804
639.1248498,22.77730804
639.1765998,22.70905804
639.4958498,22.70553019
639.5475998,22.61728019
639.5993498,22.52903019
639.6510998,22.54078019
639.7028498,22.53253019
639.7545998,22.46428019
640.2075998,22.38247209
640.6793498,22.32134386
640.7310998,22.23309386
640.9165998,22.13859386
642.4395998,22.3036237
642.4913498,22.2353737
642.6768498,22.2208737
642.7285998,22.1526237
642.9140998,21.9381237
643.0995998,22.0236237
643.1860998,22.0501237
643.7905998,11.6171274
644.2435998,12.0501274
644.2953498,12.0818774
644.7483498,12.5148774
645.1193498,12.8258774
645.5723498,13.2388774
648.0013498,15.44564955
648.0530998,15.47739955
649.0410998,16.38539955
649.3603498,16.68464955
649.4120998,16.71639955
649.9168498,17.20114955
649.9685998,17.23289955
650.5740998,17.81839955
650.6258498,17.85014955
651.2125998,18.41689955
652.7355998,19.75562688
653.0548498,20.03487688
653.5595998,20.49962688
653.9305998,20.85062688
653.9823498,20.88237688
654.5690998,21.42912688
655.0220998,21.84212688
655.4750998,22.27512688
655.5268498,22.30687688
655.9880998,22.72812688
656.1913498,22.91137688
656.2430998,11.79132462
656.2948498,11.82307462
656.4803498,11.98857462
656.5320998,12.02032462
656.8513498,12.27957462
656.9548498,12.34307462
657.2740998,12.60232462
657.5933498,12.86157462
657.6450998,12.89332462
657.9643498,13.15257462
658.2835998,13.43182462
658.6028498,13.71107462
658.7883498,13.83657462
658.9738498,13.98207462
659.2930998,14.28132462
659.6123498,14.56057462
659.6640998,14.59232462
660.1170998,14.98532462
660.3025998,15.13082462
660.5585998,15.34682462
660.7440998,15.49232462
661.0633498,15.77157462
661.4343498,16.06257462
661.8873498,16.45557462
662.2065998,16.71482462
663.6993498,17.97990493
663.8848498,18.12540493
663.9365998,18.15715493
664.1738498,18.35440493
664.3593498,18.51990493
664.4110998,18.55165493
665.2350998,19.09565493
665.2868498,19.10740493
665.9770998,19.32417159
666.8830998,19.75017159
667.5733498,19.96042159
667.6250998,19.89217159
668.2635998,20.0383085
669.1178498,20.4061807
669.1695998,20.3179307
669.2213498,20.3296807
669.2730998,20.3214307
669.3248498,20.2531807
671.0003498,20.83966938
671.0520998,20.75141938
671.1038498,20.76316938
671.2893498,20.74866938
671.3410998,20.76041938
671.5265998,20.74591938
671.5783498,20.75766938
671.7638498,20.76316938
672.3505998,20.91938347
672.5360998,20.92488347
672.5878498,20.91663347
673.9770998,21.09197529
674.0288498,21.08372529
674.2143498,21.08922529
674.2660998,21.08097529
674.7190998,21.17397529
674.7708498,21.08572529
675.1418498,21.16860486
675.4610998,21.32785486
675.5128498,21.25447935
675.8320998,21.33372935
676.0175998,21.33547404
676.0693498,21.32722404
676.2548498,21.33272404
676.3065998,21.24447404
676.4920998,21.24997404
676.5438498,21.24172404
676.5955998,21.17347404
676.6473498,20.94522404
676.6990998,20.73697404
676.7508498,20.72872404
677.3375998,20.71238166
677.3893498,20.72413166
677.4410998,20.73588166
677.6265998,20.66138166
677.6783498,20.57313166
678.3988498,20.31197588
678.4505998,20.22372588
678.7698498,20.28297588
678.8215998,20.19472588
678.8733498,20.12647588
679.7275998,20.02910589
679.7793498,19.96085589
679.9648498,19.82635589
680.1503498,19.77185589
680.3358498,19.71735589
680.5400998,19.82160589
680.7255998,19.68710589
681.5798498,19.85414031
682.3003498,19.77349691
682.3520998,19.68524691
682.4038498,19.59699691
682.4555998,19.50874691
684.9148498,20.25267176
685.1003498,20.17817176
685.1520998,20.16992176
688.2800998,21.40738296
688.3318498,21.39913296
688.3835998,21.33088296
688.4353498,21.32263296
688.4870998,21.31438296
688.5388498,21.24613296
688.5905998,21.15788296
688.6423498,21.06963296
688.6940998,21.00138296
688.7458498,20.99313296
688.7975998,20.9834268
688.8493498,20.9151768
689.1685998,20.9944268
689.4878498,21.1536768
689.8070998,21.0674383
689.8588498,20.9991883
690.4455998,21.06950064
690.7835998,21.20654212
690.8353498,21.21829212
691.0208498,21.20379212
691.0725998,21.21554212
691.2580998,21.20104212
692.9148498,21.32685651
692.9665998,21.23860651
694.2220998,21.47816237
694.2738498,21.40991237
694.4593498,21.33039453
694.5110998,21.24214453
694.5628498,21.15389453
694.6145998,21.08564453
694.9338498,20.98408048
694.9855998,20.91583048
695.0373498,20.82758048
695.0890998,20.73933048
695.2745998,20.75572555
695.3263498,20.66747555
695.5118498,20.75297555
695.5635998,20.66472555
695.7490998,20.59022555
696.0683498,20.51172517
696.1200998,20.42347517
696.4393498,20.3330883
696.4910998,20.2648383
696.5428498,20.1765883
696.5945998,20.0883383
696.6463498,20.0200883
696.6980998,19.9318383
696.8835998,19.7173383
697.8715998,19.81854574
697.9233498,19.83029574
699.8475998,20.48573988
699.8993498,20.47748988
699.9510998,20.48923988
700.0028498,20.40098988
700.0545998,20.31273988
700.1063498,20.24448988
700.1580998,20.15623988
700.2098498,20.14798988
700.2615998,20.07973988
700.7333498,20.18056804
700.7850998,20.17231804
700.8368498,20.16406804
701.0223498,20.17326612
701.0740998,20.20501612
701.1258498,20.10099943
701.1775998,20.03274943
702.1655998,19.96375297
702.2173498,19.87550297
702.4028498,19.88100297
702.4545998,19.87275297
702.6400998,19.79825297
703.3605998,19.72041549
703.5460998,19.66591549
703.5978498,19.57766549
703.9170998,19.73691549
703.9688498,19.74866549
706.6955998,20.63921008
706.7473498,20.65096008
706.9328498,20.73646008
706.9845998,20.72821008
707.7050998,20.9719433
708.0243498,20.8911933
709.1460998,20.96794608
709.1978498,20.89969608
709.3833498,20.80519608
709.7025998,20.72444608
709.8880998,20.64994608
709.9398498,20.56169608
710.2590998,20.64094608
710.3108498,20.65269608
710.4963498,20.71819608
710.5668498,20.74150927
710.6185998,20.75325927
711.3390998,20.91292947
711.5245998,20.99842947
714.5188498,21.65634027
716.8443498,22.06731751
717.4310998,21.97306972
717.6165998,21.89856972
717.6683498,21.81031972
717.8538498,21.73581972
717.9055998,21.64756972
718.0910998,21.65306972
718.1428498,21.64481972
718.5958498,21.73946633
719.1825998,21.73710329
719.2343498,21.64885329
720.3560998,21.64512566
720.5603498,21.66937566
720.6120998,21.66112566
720.6638498,21.59287566
720.7155998,21.58462566
720.7673498,21.49637566
720.8190998,21.42812566
720.8708498,21.41987566
724.1325998,22.07319517
724.3180998,21.99869517
724.3698498,21.91044517
724.5553498,21.83594517
724.6070998,21.74769517
724.7925998,21.67319517
729.5255998,21.99193821
729.5773498,22.00368821
729.7628498,21.98918821
729.8145998,22.00093821
731.5425998,22.32068787
731.5943498,22.23243787
731.9135998,22.14442373
732.0990998,22.18992373
732.1508498,22.12167373
732.2025998,22.11342373
732.2543498,22.04517373
732.3060998,22.03692373
732.6253498,22.25617373
732.6770998,22.24792373
732.7288498,22.25967373
733.4493498,22.59419829
733.5010998,22.52594829
735.4253498,23.11290638
735.4770998,23.02465638
735.5288498,22.93640638
738.6568498,16.92152746
738.9760998,17.20077746
741.2900998,19.33477746
741.3418498,19.36652746
743.2055998,21.02083355
743.7923498,21.58758355
743.8958498,21.67108355
744.4088498,22.16408355
745.0133498,12.67296934
745.1988498,12.83846934
745.3843498,12.96396934
745.8373498,13.35826119
745.9408498,13.40176119
746.1263498,13.54726119
746.7648498,14.12576119
746.9503498,14.25126119
749.2455998,16.0326678
749.4310998,16.1981678
749.6165998,16.3436678
749.6683498,16.3754178
749.9875998,16.6746678
750.7268498,17.25164855
750.9123498,17.37714855
751.0978498,17.54264855
751.4170998,17.82189855
751.6025998,17.94739855
751.9218498,18.22664855
752.2410998,18.52589855
752.6120998,18.81689855
753.2505998,19.37539855
753.3023498,19.40714855
753.8890998,19.93389855
754.0745998,20.07939855
754.1263498,20.11114855
754.4455998,20.35039855
755.3515998,20.77639855
755.6708498,20.85564855
755.8563498,20.8710443
755.9080998,20.7227943
755.9598498,20.7345443
756.6803498,20.36923745
756.7320998,20.30098745
756.7838498,20.33273745
756.8355998,20.24448745
757.0210998,20.16998745
757.0728498,20.08173745
757.2583498,20.08723745
758.3800998,20.39441791
758.4318498,20.40616791
758.4835998,20.41791791
760.6120998,20.78728707
760.9313498,20.87276514
761.1168498,20.87826514
761.1685998,20.87001514
761.3540998,20.87551514
761.4058498,20.86726514
762.1263498,20.99209042
762.3118498,21.05759042
762.3635998,20.98934042
763.8865998,21.560599
763.9383498,21.552349
763.9900998,21.484099
764.0418498,21.475849
764.0935998,21.467599
764.1453498,21.479349
765.8020998,21.75098288
767.0575998,22.25275832
767.7780998,22.41147825
767.8298498,22.40322825
767.8815998,22.33497825
767.9333498,22.32672825
767.9850998,22.31847825
770.0430998,22.57192882
770.0948498,22.48687761
770.9678498,22.5009909
771.2870998,22.42693045
771.6063498,22.43258029
771.7918498,22.42923861
771.8435998,22.34098861
771.8953498,22.35273861
771.9470998,22.26448861
771.9988498,22.25623861
772.0505998,22.26798861
772.3698498,22.34982578
772.9565998,22.34045717
773.0083498,22.27220717
773.1938498,22.25770717
773.2455998,22.26945717
773.4310998,22.25495717
773.4828498,22.18670717
773.6683498,22.09463174
776.7963498,22.58331895
776.8480998,22.51506895
777.8360998,22.51332472
777.8878498,22.42507472
778.2070998,22.41770311
778.2588498,22.34945311
778.3105998,22.26120311
778.3623498,22.17295311
778.4140998,22.10470311
781.6945998,22.61304476
781.7463498,22.52479476
782.3330998,22.51801598
782.3848498,22.44976598
782.5703498,22.43526598
782.6220998,22.36701598
782.8075998,22.37251598
782.8593498,22.36426598
783.2310998,22.57601598
783.2828498,22.58776598
783.4683498,22.57326598
783.5200998,22.50501598
783.7055998,22.49051598
785.0948498,23.15014343
785.1465998,23.06189343
785.3320998,23.18739343
785.3838498,23.19914343
785.5693498,23.20464343
785.8885998,22.9864758
787.5453498,22.76736522
787.7308498,22.69286522
787.7825998,22.60461522
790.9293498,23.27221779
792.1848498,23.06124085
793.4403498,23.0667741
793.6258498,22.9322741
794.0788498,23.06300198
794.2643498,23.06850198
794.3160998,23.06025198
794.3678498,20.86296861
794.8208498,21.29596861
794.8725998,21.32771861
795.5495998,21.98471861
795.7528498,22.12796861
796.2058498,22.54096861
796.3913498,12.86878388
796.4430998,12.90053388
796.6285998,13.06603388
796.8658498,13.26328388
797.5043498,13.76764717
799.1308498,15.0454789
799.3163498,15.1909789
799.6355998,15.4702289
799.8728498,15.6674789
800.0583498,15.8129789
800.2438498,15.9384789
800.4293498,16.0839789
800.9010998,16.4957289
801.2720998,16.7867289
801.3238498,16.8184789
801.5093498,16.9839789
801.6948498,17.1094789
802.1478498,17.5024789
802.3850998,17.6997289
802.5705998,17.8452289
802.7560998,17.9907289
807.0790998,21.22873903
807.1308498,21.14048903
807.1825998,21.05223903
807.2343498,20.98398903
808.8910998,21.50704989
809.0765998,21.51254989
809.1283498,21.50429989
809.3138498,21.58979989
809.3655998,21.50794835
809.5510998,21.59344835
811.6278498,22.34641722
812.8833498,22.84102284
813.0688498,22.77340582
814.5615998,23.25161212
815.5193498,23.34634178
816.6410998,23.27890492
816.7445998,23.11664498
817.5988498,23.02178858
817.6505998,22.95353858
817.9698498,22.85824336
819.3590998,23.10913185
819.4108498,23.02088185
820.2650998,22.9551027
820.3168498,22.9468527
820.7885998,23.04621128
820.9740998,23.13171128
821.4270998,23.13174746
822.2813498,23.05262834
822.7343498,22.96758676
822.7860998,22.87933676
824.0415998,22.75302627
824.0933498,22.74477627
824.1450998,22.77652627
824.1968498,22.70827627
824.2485998,22.70002627
824.4340998,22.62552627
824.4858498,22.53727627
824.9388498,22.45224198
824.9905998,22.44399198
825.0423498,22.37574198
825.0940998,22.28749198
825.1458498,22.29924198
825.1975998,22.21099198
825.3830998,22.29649198
825.4348498,22.20824198
825.7540998,22.12741297
825.9395998,22.13085536
826.1250998,21.98897192
826.4443498,21.90822192
828.1010998,22.07043184
828.1528498,22.08218184
828.2045998,22.07393184
829.7275998,22.07979709
830.8680998,22.17894694
830.9198498,22.17069694
830.9715998,22.18244694
832.0933498,22.2643246
833.4825998,22.34562501
833.6680998,22.41112501
833.7198498,22.34287501
833.9053498,22.36837501
834.2245998,22.28061172
834.2763498,22.21236172
834.4618498,22.11768621
835.4498498,22.47503912
835.5015998,22.40678912
835.6870998,22.31228912
835.7388498,22.32403912
839.2680998,23.219114
839.3198498,23.130864
839.3715998,23.062614
839.4233498,22.974364
839.4750998,22.886114
839.5268498,22.897864
839.5785998,22.9006539
839.6303498,22.8924039
841.0383498,22.8224615
841.0900998,22.8342115
841.8105998,22.75262392
842.5310998,22.90158491
844.0540998,22.90843966
844.1058498,22.84018966
844.1575998,22.75193966
844.8780998,22.74481761
844.9298498,22.75656761
845.1153498,22.74206761
845.1670998,22.75381761
847.4925998,23.22360031
847.5443498,23.23535031
847.5960998,23.16710031
847.6478498,23.07885031
847.6995998,22.99060031
847.7513498,22.92235031
847.8030998,22.83410031
847.8548498,22.74585031
848.0403498,22.67135031
848.0920998,22.58310031
848.6788498,22.50663457
848.7305998,22.41838457
848.9160998,22.33669629
850.0378498,22.26101914
850.2233498,22.34651914
850.2750998,22.33826914
852.6193498,22.84629403
853.7410998,22.84386412
853.7928498,22.77561412
853.9783498,22.76111412
854.0300998,22.69286412
854.2155998,22.59836412
854.2673498,22.53011412
854.4528498,22.43561412
854.5045998,22.36736412
854.6900998,22.27286412
855.0093498,22.35211412
855.0610998,22.36386412
855.2465998,22.26936412
855.9670998,22.34742601
856.0188498,22.35917601
856.6055998,22.34995737
856.6573498,22.27737559
857.6453498,22.19268461
857.6970998,21.98443461
858.1500998,22.05727656
858.2018498,22.06902656
858.2535998,22.06077656
858.3053498,22.05252656
858.3570998,22.06427656
858.6763498,22.13278765
858.7280998,22.14453765
858.9135998,22.15003765
858.9653498,22.06178765
861.1758498,22.40093876
861.2275998,22.41268876
861.4130998,22.31818876
861.5985998,22.2481358
861.6503498,22.1598858
861.7020998,21.9516358
861.7538498,21.7233858
863.3293498,21.51925051
863.3810998,21.43100051
863.7003498,21.25025051
863.7520998,21.20200051
863.8038498,21.01375051
863.8555998,20.92550051
863.9073498,20.91725051
868.9078498,22.50536172
868.9595998,22.41711172
869.1450998,22.3696523
869.4643498,22.5889023
875.8210998,22.68595252
876.2740998,23.11895252
876.3635998,23.18845252
876.7530998,23.53795252
877.2060998,22.67632934
878.4313498,23.84157934
878.7505998,14.7524617
878.9360998,14.8779617
879.1733498,15.0752117
879.3588498,15.2207117
879.5443498,15.3662117
879.6478498,15.4297117
879.8333498,15.5952117
880.0188498,15.7407117
880.4718498,16.1537117
881.0773498,16.6792117
881.1290998,16.7109617
881.4483498,16.9702117
881.6338498,17.0957117
881.9530998,17.3749617
882.1385998,17.5204617
882.5095998,17.8114617
882.6950998,17.9569617
883.1480998,18.3499617
883.4673498,18.6092117
883.7045998,18.7864617
887.3890998,20.92917666
887.5745998,20.99467666
889.0975998,21.53076236
889.1493498,21.52251236
889.3348498,21.52801236
889.3865998,21.51976236
889.5720998,21.43816259
889.6238498,21.44991259
889.9430998,21.52916259
890.2623498,21.60841259
890.6003498,21.78641259
890.6520998,21.71816259
890.8375998,21.78366259
891.2085998,21.7855912
891.2603498,21.7973412
891.8470998,21.96103078
895.8810998,23.27393806
895.9328498,23.18568806
896.2520998,23.10290163
897.2400998,23.02474753
897.4255998,22.93638924
897.4773498,22.94813924
897.5290998,22.93988924
897.5808498,22.85163924
897.6325998,22.78338924
897.6843498,22.69513924
897.7360998,22.60688924
898.1890998,22.52761209
898.3745998,22.53311209
898.4263498,22.52486209
898.4780998,22.53661209
898.5298498,22.30836209
898.7153498,22.1062817
905.4733498,23.25901927
905.5250998,23.19076927
906.1118498,23.09776758
906.5648498,23.01926064
908.3553498,23.35548112
908.4070998,23.26723112
908.5925998,23.17273112
908.9118498,23.18664929
908.9635998,23.17839929
909.0153498,23.19014929
909.0670998,23.18189929
909.1188498,23.17364929
909.4380998,23.33706139
909.4898498,23.26881139
913.8403498,23.86554754
914.4618498,23.80223141
914.5135998,23.73398141
915.6530998,23.79479087
916.3735998,13.00144182
916.5590998,13.16694182
917.1458498,13.73369182
917.3313498,13.89919182
918.2588498,14.74669182
919.4840998,15.85194182
920.6763498,16.98419182
928.2050998,22.36796688
929.4605998,23.58346688
930.8685998,24.95146688
931.1878498,16.17573558
931.6408498,16.56873558
931.8263498,16.71423558
932.3828498,17.13803852
932.4345998,17.16978852
932.6718498,17.36703852
933.0428498,17.65803852
933.2283498,17.80353852
933.4655998,17.98078852
934.4233498,18.68197362
934.6088498,18.84747362
934.9280998,19.10672362
935.0315998,19.19022362
935.0833498,19.22197362
935.4543498,19.57297362
935.6398498,19.71847362
935.8253498,19.84397362
936.5155998,20.43422362
936.7010998,20.51972362
938.3578498,20.60562926
938.4095998,20.59737926
938.8625998,20.5589663
939.4493498,20.71609882
940.3035998,20.95764236
940.7753498,21.017745
940.9608498,20.823245
941.1463498,20.828745
942.2680998,21.17552072
942.3198498,21.18727072
942.9065998,21.27035888
943.3595998,21.25411165
943.4113498,21.26586165
945.9223498,22.09068452
945.9740998,22.08243452
946.0258498,21.99418452
946.0775998,22.00593452
946.1293498,21.99768452
946.3148498,22.00318452
946.3665998,21.91493452
946.4183498,21.92668452
949.1450998,22.41742287
949.1968498,22.32917287
949.3823498,22.41467287
951.4590998,22.58639969
951.5108498,22.59814969
951.5625998,22.50989969
951.6143498,22.52164969
952.4685998,22.76356389
952.5203498,22.67531389
952.5720998,22.66706389
952.6238498,22.59881389
952.6755998,22.51056389
952.7273498,22.42231389
952.7790998,22.35406389
952.8308498,22.26581389
953.1500998,22.17579524
953.2018498,22.10754524
953.3873498,22.19304524
953.4390998,22.10479524
954.0258498,22.11130483
954.0775998,22.02305483
954.2630998,22.02855483
954.3148498,22.02030483
954.6340998,21.93955483
954.9533498,21.85611278
955.5400998,21.77342029
955.5918498,21.68517029
955.6435998,21.61692029
955.6953498,21.60867029
955.7470998,21.52042029
956.3338498,21.52507685
956.3855998,21.53682685
956.4373498,21.52857685
956.6228498,21.61407685
956.6745998,21.52582685
956.7263498,21.53757685
956.7780998,21.52932685
956.8298498,21.52107685
956.8815998,21.45282685
959.3408498,21.35970968
959.3925998,21.37145968
959.5780998,21.35695968
959.7635998,21.10298768
960.3503498,20.87888312
961.3570998,20.96644187
961.4088498,20.93819187
961.9955998,20.84566444
962.1810998,20.85116444
962.2328498,20.84291444
962.2845998,20.85466444
962.3363498,20.74641444
962.3880998,20.73816444
962.4398498,20.74991444
962.4915998,20.66166444
962.5433498,20.57341444
962.5950998,20.58516444
962.6468498,20.57691444
964.0360998,20.91121396
964.0878498,20.90296396
964.1395998,20.83471396
964.2260998,20.78121396
964.2778498,20.77296396
964.3295998,20.70471396
964.9340998,11.11105269
965.5208498,11.67780269
965.5725998,11.70955269
966.1593498,12.27630269
966.2110998,12.30805269
966.7978498,12.87480269
966.8495998,12.90655269
967.3025998,13.33955269
967.4880998,13.50505269
967.9108498,13.88780269
968.2300998,14.18705269
970.6260998,16.24162107
971.0790998,16.65462107
971.3983498,16.95387107
971.9030998,17.39862107
972.3560998,17.83162107
972.8608498,18.29637107
978.9780998,23.70168843
979.4310998,24.11468843
981.3740998,14.42006519
981.5595998,14.54556519
982.1463498,15.07231519
982.3318498,15.21781519
989.6618498,20.81262316
994.1460998,24.30836927
997.3775998,24.91611499
997.5630998,24.92161499
997.6148498,24.83336499
997.9340998,24.83999855
999.5908498,25.00385583
999.6425998,24.89157716
999.6943498,24.92332716
999.7460998,24.83507716
999.7978498,24.74682716
999.8495998,24.67857716
999.9013498,24.59032716
999.9530998,24.50207716
1000.00485,24.43382716
1000.0566,24.34557716
1000.10835,24.25732716
1000.8476,24.20768504
1000.89935,24.11784116
1001.08485,24.12334116
1001.27035,23.98884116
1001.3221,23.98059116
1002.17635,23.63460739
1002.36185,23.421494
1002.81485,23.06727538
1003.9366,22.99236943
1005.7271,22.98458742
1005.9126,22.77008742
1006.0981,22.55558742
1006.41735,22.28766841
1006.4691,21.93941841
1006.78835,21.8935563
1007.1076,21.70787884
1008.6306,21.6974857
1010.28735,22.51572549
1011.96285,22.9550627
1012.0146,22.9468127
1012.2001,22.8723127
1012.25185,22.7840627
1012.5711,22.79282359
1012.7566,22.77832359
1012.80835,22.79007359
1012.99385,22.77557359
1013.0456,22.70732359
1013.2311,22.71282359
1013.28285,22.70457359
1013.46835,22.71007359
1013.5201,22.62182359
1014.5081,22.61863331
1014.82735,22.53922199
1015.9491,22.45188208
1016.00085,22.46363208
1016.5876,22.62451395
1017.0406,22.70508826
1019.4186,23.75723419
1019.73785,23.81648419
1019.7896,23.72823419
1020.79635,23.73957695
1020.98185,23.40507695
1022.3711,15.55559726
1022.8241,15.96859726
1023.2771,16.40159726
1023.32885,16.43334726
1023.78185,16.86634726
1023.96735,17.03184726
1024.17435,17.21884726
1024.35985,17.38434726
1024.91635,17.90084726
1026.8406,19.56975458
1028.0356,20.66475458
1028.35485,20.94400458
1029.47235,21.92150458
1029.7916,22.22075458
1030.2446,22.63375458
1030.4301,12.5709354
1030.63435,12.7551854
1030.73785,12.8186854
1031.0571,13.0779354
1031.2426,13.2434354
1031.56185,13.5026854
1032.01485,13.8956854
1034.3101,15.68646486
1034.8666,16.20296486
1035.0521,16.36846486
1035.1556,16.41196486
1035.3411,16.57746486
1035.7121,16.90846486
1038.89185,19.42409745
1039.2111,19.72334745
1039.3966,19.86884745
1039.5821,20.01434745
1039.90135,20.31359745
1040.2206,20.61284745
1040.95985,21.25209745
1043.4191,22.89946505
1043.73835,22.89871505
1043.9756,22.73596505
1044.1611,22.65266951
1045.81785,22.89269773
1046.6721,23.13801917
1046.99135,23.21726917
1047.0431,23.22901917
1047.4961,23.30692004
1047.54785,23.21867004
1047.5996,23.21042004
1047.65135,23.22217004
1047.83685,23.14767004
1047.8886,23.05942004
1050.60385,23.06788248
1052.2606,23.64768561
1052.57985,23.64693561
1054.90535,23.75351332
1054.9571,23.68526332
1056.07885,23.93710383
1056.26435,23.92260383
1056.44985,23.84281404
1056.5016,23.75456404
1056.55335,23.68631404
1056.6051,23.59806404
1056.65685,23.50981404
1056.7086,23.44156404
1057.1616,23.36115853
1057.21335,23.35290853
1057.39885,23.27840853
1057.4506,23.19015853
1057.6361,23.11565853
1057.68785,23.02740853
1058.0071,22.98173304
1058.05885,22.97348304
1058.1106,22.76523304
1058.16235,22.57698304
1058.34785,22.66248304
1062.5646,23.007619
1062.88385,22.91539782
1062.9356,22.84714782
1063.6561,22.9239204
1063.70785,22.8356704
1065.49835,22.75216867
1065.68385,22.75766867
1065.7356,22.74941867
1065.78735,22.68116867
1065.8391,22.59291867
1065.89085,22.50466867
1065.9426,22.43641867
1067.1981,22.67277065
1067.24985,22.66452065
1067.3016,22.67627065
1067.4871,22.76177065
1068.4751,23.00359123
1068.52685,22.91534123
1068.5786,22.92709123
1073.33035,23.68529807
1073.6496,23.59956436
1075.57385,23.76594894
1075.6256,23.75769894
1075.8111,23.76319894
1075.86285,23.67494894
1076.85085,23.59733585
1077.03635,23.51733463
1077.0881,23.42908463
1077.94235,23.84792415
1078.12785,23.83342415
1078.1796,23.76517415
1078.3651,23.67067415
1078.41685,23.60242415
1078.60235,23.50792415
1078.6541,23.43967415
1079.6421,23.6767534
1079.96135,23.58939605
1080.0131,23.52114605
1081.4211,23.68688191
1082.17635,23.65605833
1082.2281,23.56979138
1085.37385,24.02263498
1085.4256,14.44338805
1086.65085,15.54863805
1087.02185,15.89963805
1087.20735,16.06513805
1087.5266,16.36438805
1087.7121,16.49861076
1088.05285,16.81936076
1090.9536,19.37682125
1091.4066,19.80982125
1095.76435,12.72816534
1096.13535,12.99916534
1096.23885,13.06266534
1096.42435,13.22816534
1096.4761,13.25991534
1096.79535,13.51916534
1097.08435,13.76816534
1097.45535,14.05965992
1097.55885,14.14315992
1097.92985,14.45415992
1098.1671,14.63140992
1098.6201,15.06440992
1098.67185,15.09615992
1098.96085,15.34515992
1099.14635,15.49065992
1099.4656,15.74990992
1099.6511,15.89540992
1099.70285,15.92715992
1100.15585,16.34015992
1100.34135,16.48565992
1100.7311,16.79540992
1100.96835,16.97265992
1101.25735,17.20165992
1101.44285,17.36715992
1101.62835,17.51265992
1101.6801,17.54440992
1101.8656,17.70990992
1102.0511,17.85540992
1102.2366,18.00090992
1102.4221,18.12640992
1102.74135,18.42565992
1103.0606,18.62490992
1104.28585,18.71142201
1104.47135,18.71692201
1104.5231,18.70867201
1105.6146,19.04017201
1105.9036,19.0135662
1105.95535,18.8253162
