endToEndDelay:vector projectphase3.H2.app[0] (#0 - Exp3RoundRobinWithPolicingAndShaping-0-20250330-01:09:53-16808),
572.6750998,49.60364115
572.8948498,49.52339115
578.5425998,54.83425723
578.5943498,54.66600723
578.7105998,53.88824419
584.4920998,59.14974419
584.5438498,56.26178225
590.2258498,57.93519624
590.2963498,57.74569624
590.3938498,55.29718647
593.8195998,51.92166654
597.4133498,53.26075374
597.5295998,48.67558528
597.6848498,48.51083528
601.2745998,50.46171968
601.3605998,46.27272498
602.5945998,46.71287332
602.7410998,39.64290532
605.1183498,39.3506208
605.3380998,36.6376801
608.8458498,39.35517956
608.9103498,36.67876853
609.0655998,34.36946567
611.1753498,32.93764271
611.2270998,32.76831423
611.3823498,32.54982096
611.5375998,32.32183774
616.4345998,36.53538795
616.4863498,36.46713795
616.5380998,34.90853249
616.6328498,34.46945351
616.7880998,31.56588519
617.6208498,29.86222165
617.7068498,27.6224301
620.8133498,30.6289301
620.8965998,28.87415446
621.1035998,28.01062737
624.1583498,30.86537737
624.2100998,30.87712737
624.4083498,27.97821421
624.5635998,27.73706256
629.7583498,32.75181256
629.8100998,30.3184117
629.9048498,30.0131617
635.0100998,33.276072
636.2958498,33.36259645
636.5673498,32.03054627
642.2970998,37.26462848
642.3488498,37.15637848
645.8908498,37.38638717
645.9768498,35.73825353
646.8828498,35.91665173
646.9345998,35.59570658
647.0898498,35.39095658
647.2450998,32.59437168
649.5315998,33.10405804
653.7295998,36.63928019
653.7813498,35.30334386
654.6483498,34.1123737
654.7343498,31.83444184
656.1060998,26.80640012
657.4220998,27.78071251
657.4738498,27.5769778
657.6203498,25.2468774
657.8273498,23.56571502
658.6083498,23.90950258
660.4633498,20.35299409
661.5158498,18.6167123
661.5675998,18.4107148
661.6193498,16.98757462
665.6445998,20.23282462
665.7305998,19.51115493
668.8370998,22.10417159
668.8888498,21.95592159
669.0568498,20.3051807
670.9635998,17.95847529
674.8208498,21.31572529
674.9585998,21.02535486
676.3390998,21.82072935
676.4943498,21.51222404
677.3270998,21.94497404
677.4433498,21.60122404
677.5985998,20.63338166
678.5133498,21.40813166
678.5778498,21.17263166
678.7330998,21.10788166
680.9765998,22.82972588
681.0283498,22.82147588
681.0800998,22.81322588
681.3905998,22.72372588
683.9015998,23.98310589
683.9533498,23.97485589
684.0568498,23.91835589
684.2638498,23.74535589
687.2883498,26.02171871
687.3400998,24.95324691
687.5598498,22.63767176
695.4638498,27.0896768
695.5293498,26.8296883
695.6290998,26.7294383
695.8360998,25.73904212
699.2920998,27.60410651
699.3713498,26.08239453
699.5783498,25.46858048
699.8888498,25.24997555
700.0440998,25.02522555
703.6855998,27.86897517
703.7373498,27.82072517
703.8535998,27.3873383
709.5530998,32.6868383
709.6048498,32.6185883
709.8245998,31.89154574
712.8793498,34.82629574
712.9310998,34.75804574
713.1810998,32.99923988
717.5430998,36.77401612
717.7930998,35.49125297
717.9483498,34.44816549
722.4958498,38.49566549
726.6030998,39.7099433
726.6978498,38.39969608
726.8530998,38.03494608
732.7380998,42.95994608
732.7898498,42.36367947
732.8415998,38.02456751
735.9305998,40.03256972
735.9823498,39.00596633
737.7855998,38.93462566
743.0360998,43.66512566
743.0878498,43.61687566
743.1825998,40.88319517
743.3895998,40.29019517
749.1193498,42.42256766
749.1710998,39.96918787
754.8530998,44.56392373
754.9908498,42.55840638
760.7205998,48.04815638
760.8065998,43.98694339
763.0715998,43.85277008
763.2785998,42.60451592
768.5768498,46.45208355
768.6285998,46.44383355
768.7750998,46.29033355
768.9303498,42.9175377
774.3105998,48.02350299
774.3623498,46.76835527
774.4140998,43.59669313
780.0960998,46.8831678
780.1665998,46.57139855
780.2943498,45.87914855
781.9510998,46.6057943
782.0028498,45.73173745
782.1493498,45.47823745
782.3045998,45.23348745
786.7828498,45.03125839
792.4305998,49.764599
792.5468498,46.82022825
798.2980998,49.45793045
798.3498498,49.44968045
798.5178498,47.06413174
802.5605998,47.11782472
802.6223498,46.63295311
802.9328498,42.79776598
803.7655998,43.43051598
803.8173498,43.38226598
804.0303498,42.04564343
804.1855998,41.66089343
804.6385998,41.8164758
804.6903498,41.8282258
804.7420998,40.36253367
805.0525998,37.19546779
808.5603498,39.37674085
808.6120998,39.30849085
808.7585998,37.9850241
808.9655998,35.24071861
812.0203498,38.15546861
812.1553498,32.69536463
812.3105998,32.49061463
816.6423498,36.70236463
816.6940998,36.71411463
816.7458498,36.66586463
816.9528498,36.17286463
817.1080998,35.6538341
821.5735998,39.21236192
821.6253498,39.12411192
821.6770998,38.91861669
821.7805998,38.21803388
821.9358498,37.4304789
825.4953498,39.28498903
825.5470998,37.98304989
826.4140998,32.70614498
826.5000998,28.65771128
830.4090998,28.84052627
833.5195998,30.95299198
833.5713498,30.90474198
833.7178498,30.67124198
833.8730998,30.42649198
837.3290998,33.86249198
837.4453498,33.57660536
840.4678498,32.36596506
840.6520998,32.14294694
840.8073498,32.15819694
841.1178498,29.66087501
843.3700998,31.79312501
843.5683614,31.46437334
843.7235998,27.614614
849.5050998,33.076114
849.5568498,32.967864
855.2905998,33.92493966
855.3423498,32.96906761
855.4678498,30.95885031
860.8388498,35.92985031
860.8905998,35.82160031
861.0585998,35.62960031
861.8913498,35.79913457
862.0075998,35.26819629
862.1628498,32.46979403
865.2908498,34.27361412
865.3425998,34.20536412
865.3943498,33.97711412
865.7048498,33.08761412
869.2125998,35.55292601
869.2643498,33.73168461
873.7425998,36.81903765
873.9623498,34.4318858
876.6675998,36.8771358
876.7193498,36.7688858
876.7710998,36.6206358
882.5350998,40.68500051
882.5868498,40.33675051
887.0650998,44.01500051
887.1168498,39.13283966
892.7988498,38.54907934
892.9150998,37.34612974
898.7180998,41.14663152
898.7698498,39.99609183
898.8860998,38.90648927
901.5308498,41.15123927
901.5825998,41.10298927
901.6860998,41.04648927
901.8930998,40.99348927
902.0483498,40.38981124
902.3588498,38.0007117
906.7725998,39.22576236
912.6400998,43.74616259
912.6918498,42.74578078
912.7778498,39.62865163
916.7688498,42.55349753
920.3625998,44.22111209
920.4143498,44.13286209
924.4913498,42.07701927
924.5430998,41.40901758
924.6593498,38.71414929
924.8663498,34.26673141
925.2285998,31.69707546
930.4145998,35.95388608
930.4800998,35.73938608
930.6733498,34.0749341
930.8285998,32.30662952
931.6613498,32.79674507
931.7560998,31.42511654
931.9113498,31.18036654
934.5863498,33.31536654
934.6380998,33.30711654
934.6898498,33.31886654
934.9915998,33.26061654
939.3838498,36.68054025
939.4698498,33.69271688
942.5763498,36.39921688
942.7228498,34.95268592
942.8780998,32.97292498
948.5775998,36.16511122
948.6293498,35.39806534
948.8490998,32.80772362
954.1170998,37.93572362
954.1688498,37.88747362
954.2723498,36.64012926
954.4793498,35.11339236
959.6955998,39.637995
959.7473498,39.429745
959.8635998,37.69811165
960.1008498,36.06918452
960.4678498,36.07618452
965.6793498,40.85515682
965.7310998,40.86690682
965.8445998,36.75189969
965.9998498,36.11481389
971.7813498,41.47631389
971.8330998,41.26806389
971.8848498,40.95054524
975.9100998,44.57579524
976.1083498,43.57380483
976.2635998,42.39692029
977.4975998,42.70882685
977.7993498,39.53820968
980.0213498,40.56988312
980.2928498,38.16291444
983.9013498,40.71646396
983.9530998,40.36821396
985.2213498,35.91729993
985.3590998,31.63605269
989.7855998,33.53343338
990.6835998,31.39487316
991.0235998,31.37487316
993.9963498,34.10762316
994.0480998,33.98164267
994.1428498,32.85371128
994.2980998,29.39719364
996.9213498,31.60044364
996.9730998,31.22268833
997.0375998,29.98356519
1000.9306,28.14911499
1000.98235,27.92824855
1001.0341,27.85999855
1001.2411,26.19007716
1001.39635,25.94532716
1003.45435,27.86332716
1003.5061,27.81507716
1003.66135,27.81032716
1003.8166,27.03509116
1006.35785,29.17634116
1006.4096,29.02809116
1006.5561,28.05435739
1006.71135,27.2821795
1008.99785,26.09533742
1014.8311,31.46858742
1014.88285,31.09316841
1019.38385,30.3560627
1021.73085,32.3630627
1021.8861,32.3583127
1025.49735,34.83907359
1025.5491,33.20097199
1031.36485,37.54176395
1031.4166,37.31035551
1035.35985,38.42307695
1035.4761,37.02348498
1035.63135,35.04064353
1040.0666,39.28646832
1043.4231,40.18319452
1043.47485,39.62427889
1043.5266,39.55602889
1043.6301,39.37952889
1043.8371,38.25411588
1045.14435,39.15215532
1045.2616,39.16940532
1045.55835,37.44619705
1051.33985,40.44140178
1051.3916,37.14224883
1051.4446,37.07524883
1055.9531,41.16374883
1056.10835,37.9891854
1059.21485,40.55121486
1059.2666,40.56296486
1059.42685,39.71909745
1059.5821,38.54246505
1064.1611,39.79192004
1064.31635,39.54717004
1070.0461,44.97692004
1070.09785,38.94601332
1075.1111,42.34406404
1075.3611,41.26065853
1081.2461,46.08073304
1081.29785,45.93248304
1081.38385,41.806869
1084.03735,44.12889782
1084.0891,44.12064782
1084.14085,44.13239782
1084.2356,43.4834204
1084.4426,41.41641867
1086.07785,42.91166867
1086.1296,42.76341867
1086.2761,42.74991867
1086.43135,41.68602065
1087.74735,42.07584123
1087.83335,35.74544894
1089.9216,37.42508726
1089.97335,36.27433463
1090.0681,35.57367415
1090.291755,34.99732928
1092.52735,36.6220034
1092.5791,36.6337534
1092.63085,36.5455034
1092.73935,35.45829605
1092.8946,34.27629138
1095.00435,34.24668736
1095.0561,34.15843736
1095.1596,33.19333686
1095.3666,32.18943783
1098.79235,34.01823879
1098.9301,27.88788805
1100.26485,28.01246827
1101.16485,25.18607574
1101.2166,20.95917927
1101.6356,20.81817927
1101.68735,20.82992927
1101.8426,19.18641534
1102.0496,18.59390992
1107.8311,24.05540992
1107.88285,23.90715992
1113.6986,27.72417201
1113.75035,27.25592201
1113.83635,26.8063162
1119.0311,31.8210662
1119.08285,31.50560508
1119.1776,30.55518803
1122.4911,32.62980183
1122.54285,31.40927836
1122.5946,30.78102836
1127.0036,33.33398003
1127.15885,32.53994323
1130.6491,35.39019323
1133.19035,34.98652585
1133.2421,34.93827585
1133.33685,34.77302585
1133.4921,34.10924511
1137.4011,37.53824511
1137.6726,37.22974511
1142.58235,34.02432603
1142.85385,30.41513812
1144.16985,31.33113812
1144.25585,29.28588137
1149.9036,34.6773041
1149.95535,34.05948279
1150.1751,31.59777659
1155.90485,37.04752659
1155.9566,34.98041732
1156.03385,34.53766732
1161.81535,39.44246436
1161.8671,38.63602053
1167.5491,40.64166547
1167.60085,40.51341547
1167.66535,38.83250826
1167.8206,37.9210761
1172.74785,42.7283261
1172.7996,42.6600761
1172.85135,42.6718261
1172.9461,40.9256922
1176.6091,43.14445868
1176.66085,41.04773685
1176.7126,40.03995444
1180.20285,43.25020444
1180.5046,41.3009572
1185.7611,45.48915354
1185.81285,45.48090354
1185.8646,45.3271338
1186.01985,44.56827581
1186.1751,44.30352581
1191.9566,49.82502581
1192.00835,49.71677581
1192.0601,49.62852581
1197.81685,54.12534331
1197.8686,51.89081047
1197.98485,46.67729145
1202.96385,49.10237319
1203.17585,47.83891144
1203.3311,45.18676092
1203.6416,42.37004324
1203.8486,40.36812952
1204.003861,39.98339114
1204.1591,37.06318489
1204.31435,36.16571409
1204.6766,35.18703318
1204.83185,32.94183694
1204.9871,32.55708694
1205.14235,30.99787458
1205.34935,29.7204455
1205.65985,29.18151595
1205.8151,26.6057755
1205.97035,26.2210255
1206.17735,24.83985112
1206.3326,22.46177208
1206.6431,17.01676766
1206.8501,11.6704124
1207.07085,7.776189728
