endToEndDelay:vector projectphase3.H2.app[1] (#0 - Exp3RoundRobinWithPolicingAndShaping-0-20250330-01:09:53-16808),
785.307626,1.314781386
785.708876,0.796031386
786.243876,0.811031386
786.645126,0.812281386
787.563876,1.251031386
787.965126,1.492281386
788.500126,1.747281386
788.901376,1.748531386
789.837626,1.044781386
790.2470184,1.054173747
790.640126,1.047281386
791.175126,1.062281386
791.977626,1.064781386
792.378876,0.946031386
793.431376,1.438531386
793.832626,1.639781386
794.233876,1.881031386
795.170126,2.137281386
795.571376,1.738531386
795.972626,1.739781386
796.507626,1.474781386
796.908876,1.316031386
797.711376,1.198531386
798.246376,1.213531386
799.298876,1.346031386
799.700126,1.587281386
800.2470184,1.934173747
801.171376,1.738531386
801.572626,1.339781386
801.973876,1.341031386
802.508876,1.076031386
803.713876,1.321031386
805.833626,1.200781386
806.234876,1.202031386
806.769876,1.177031386
807.572376,0.939531386
807.973626,0.940781386
808.508626,0.915781386
809.694876,1.342031386
810.2470184,1.214173747
811.166126,0.933281386
811.567376,0.934531386
811.968626,0.935781386
813.173626,1.380781386
813.574876,1.062031386
813.976126,1.063281386
814.912376,0.919531386
815.313626,0.920781386
815.714876,0.922031386
816.249876,0.937031386
817.971126,1.058281386
818.372376,1.059531386
818.773626,1.060781386
819.709876,0.917031386
820.111126,0.918281386
820.512376,0.919531386
821.047376,0.774531386
822.768626,1.135781386
823.169876,1.377031386
823.704876,1.072031386
824.106126,1.073281386
824.908626,1.075781386
825.443626,0.810781386
826.362376,0.809531386
827.281126,1.328281386
827.682376,1.329531386
828.217376,1.064531386
828.618626,1.065781386
829.421126,0.788281386
829.956126,0.803281386
830.357376,0.804531386
831.409876,1.417031386
831.811126,1.658281386
832.212376,1.899531386
832.747376,1.994531386
833.148626,1.475781386
834.602376,1.329531386
835.137376,1.664531386
835.538626,1.745781386
836.474876,1.602031386
836.876126,1.603281386
837.277376,0.924531386
838.463626,1.230781386
838.864876,1.472031386
839.266126,1.473281386
839.801126,1.448281386
840.202376,1.209531386
841.980876,1.428031386
842.382126,1.669281386
842.783376,1.870531386
843.318376,1.845531386
844.504626,1.231781386
845.039626,1.566781386
845.440876,1.728031386
846.377126,1.744281386
846.778376,1.745531386
847.179626,1.746781386
847.714626,1.601781386
848.115876,1.043031386
849.052126,0.939281386
849.453376,0.940531386
850.3889271,1.476082532
850.907126,1.754281386
851.308376,2.035531386
851.843376,2.250531386
852.645876,2.253031386
853.047126,2.254281386
853.582126,2.269281386
853.983376,2.270531386
854.384626,2.271781386
854.919626,2.246781386
856.239626,2.526781386
856.774626,1.941781386
857.175876,2.103031386
857.978376,2.545531386
858.513376,1.880531386
858.914626,1.881781386
859.315876,1.443031386
859.850876,1.458031386
860.787126,1.074281386
861.839626,1.046781386
863.025876,1.433031386
863.427126,1.474281386
863.828376,1.315531386
864.363376,1.330531386
865.165876,1.333031386
866.485876,1.333031386
866.887126,1.574281386
867.422126,1.909281386
867.823376,1.710531386
868.759626,1.446781386
869.160876,0.808031386
870.079626,1.246781386
870.480876,1.368031386
871.015876,1.343031386
871.952126,1.199281386
872.353376,1.200531386
872.754626,1.201781386
873.289626,1.176781386
873.690876,0.778031386
874.743376,1.350531386
875.278376,1.685531386
875.679626,1.926781386
876.615876,0.943031386
877.534626,1.181781386
877.935876,0.943031386
878.337126,0.944281386
878.872126,0.919281386
879.674626,0.921781386
880.209626,0.936781386
880.610876,0.938031386
881.145876,0.913031386
881.948376,0.915531386
882.483376,0.930531386
883.402126,1.449281386
883.803376,1.690531386
884.338376,1.865531386
884.739626,1.866781386
885.140876,1.748031386
886.077126,1.604281386
886.478376,1.605531386
887.013376,0.940531386
887.932126,1.339281386
888.333376,1.580531386
889.269626,1.996781386
889.670876,1.998031386
890.072126,1.999281386
890.473376,2.000531386
891.008376,2.015531386
891.944626,1.871781386
892.345876,1.873031386
892.747126,1.594281386
893.933376,1.860531386
894.334626,1.941781386
894.735876,2.183031386
895.270876,2.518031386
895.672126,2.679281386
896.608376,1.575531386
897.009626,1.576781386
897.410876,1.458031386
897.945876,1.193031386
898.347126,1.074281386
899.667126,1.434281386
900.202126,1.769281386
900.603376,1.930531386
901.138376,1.745531386
903.243376,1.330531386
903.644626,1.571781386
904.045876,1.733031386
904.447126,1.614281386
904.982126,1.189281386
905.918376,1.205531386
906.319626,1.206781386
906.720876,0.808031386
907.639626,1.286781386
908.174626,1.621781386
908.575876,1.863031386
908.977126,1.864281386
909.512126,1.319281386
910.314626,1.321781386
910.849626,1.056781386
911.250876,0.938031386
911.785876,0.913031386
912.588376,0.915531386
913.507126,1.394281386
914.042126,1.729281386
914.443376,1.730531386
915.379626,1.466781386
915.780876,1.468031386
916.182126,1.469281386
916.717126,0.804281386
917.635876,1.203031386
918.037126,1.444281386
918.438376,1.605531386
918.973376,1.580531386
919.374626,1.181781386
920.310876,1.078031386
921.363376,1.250531386
921.764626,1.331781386
922.165876,1.333031386
922.567126,1.174281386
923.102126,0.789281386
923.904626,0.791781386
924.439626,0.806781386
926.009626,1.336781386
926.410876,1.498031386
926.945876,1.713031386
927.347126,1.714281386
928.283376,1.730531386
928.684626,1.451781386
929.085876,1.453031386
929.487126,1.454281386
930.022126,1.469281386
931.609626,1.096781386
932.795876,1.283031386
933.197126,1.524281386
933.598376,1.605531386
934.534626,0.941781386
935.854626,1.381781386
936.255876,1.623031386
936.657126,1.344281386
937.192126,1.199281386
937.593376,1.200531386
938.395876,1.203031386
938.930876,1.178031386
939.332126,0.939281386
940.250876,1.298031386
940.785876,1.633031386
941.320876,1.728031386
942.123376,1.450531386
942.524626,1.451781386
943.710876,1.358031386
944.112126,1.599281386
944.513376,1.840531386
945.048376,2.015531386
945.984626,1.311781386
946.385876,1.313031386
946.787126,1.194281386
947.188376,1.195531386
947.723376,0.930531386
948.525876,0.773031386
949.712126,1.479281386
950.113376,1.720531386
950.648376,2.055531386
951.584626,1.711781386
951.985876,1.073031386
952.387126,1.074281386
952.788376,1.075531386
953.323376,1.050531386
953.724626,1.051781386
955.312126,1.199281386
955.713376,1.360531386
956.248376,1.175531386
957.050876,1.178031386
957.452126,0.779281386
957.987126,0.794281386
958.388376,0.795531386
958.789626,0.796781386
959.324626,0.811781386
961.295876,1.303031386
961.697126,1.344281386
962.098376,1.345531386
962.633376,1.040531386
963.435876,1.043031386
963.8371376,1.044293006
964.372126,1.059281386
964.773376,1.060531386
965.174626,1.061781386
966.780876,1.188031386
967.182126,1.189281386
967.717126,1.204281386
968.519626,1.046781386
969.054626,1.061781386
969.455876,1.063031386
969.857126,1.064281386
970.258376,1.065531386
971.328376,1.055531386
971.729626,1.056781386
972.648376,1.575531386
973.183376,1.830531386
973.584626,2.071781386
974.387126,2.394281386
974.922126,1.609281386
975.323376,1.610531386
975.858376,1.465531386
977.044626,1.011781386
977.445876,1.213031386
978.632126,1.119281386
979.033376,1.320531386
979.434626,1.321781386
979.969626,0.776781386
981.155876,1.123031386
981.557126,1.044281386
981.958376,1.045531386
982.493376,1.060531386
983.295876,0.943031386
983.849626,0.696781386
984.768376,1.175531386
985.169626,1.416781386
986.088376,1.255531386
986.623376,1.190531386
987.024626,1.191781386
987.960876,1.208031386
988.362126,1.209281386
988.763376,1.210531386
989.164626,0.931781386
989.699626,0.906781386
990.631876,0.999031386
991.804626,1.251781386
992.205876,1.213031386
992.740876,1.188031386
993.142126,1.069281386
993.944626,0.911781386
995.130876,1.338031386
995.532126,1.339281386
996.067126,1.194281386
996.869626,1.076781386
998.055876,1.423031386
998.457126,1.664281386
998.858376,1.745531386
999.393376,1.480531386
999.794626,1.041781386
1000.730876,1.058031386
1002.259376,1.226531386
1002.660626,1.187781386
1003.061876,1.189031386
1004.649376,1.296531386
1005.050626,1.537781386
1005.451876,1.779031386
1005.986876,1.074031386
1007.574376,1.221531386
1007.975626,1.462781386
1008.376876,1.344031386
1008.911876,0.919031386
1009.830626,1.357781386
1010.247018,1.614173747
1010.766876,1.934031386
1011.703126,1.990281386
1012.104376,1.711531386
1012.505626,1.472781386
1013.040626,1.327781386
1013.441876,1.209031386
1014.244376,1.211531386
1014.779376,1.186531386
1015.716876,1.724031386
1016.118126,1.205281386
1016.653126,1.060281386
1017.054376,1.061531386
1017.856876,1.064031386
1018.391876,1.079031386
1018.793126,1.040281386
1019.194376,0.801531386
1020.113126,1.200281386
1020.648126,1.495281386
1021.183126,1.190281386
1021.584376,1.191531386
1022.904376,1.431531386
1023.305626,1.552781386
1023.706876,1.714031386
1024.241876,1.609031386
1024.643126,1.330281386
1025.445626,1.212781386
1026.364376,1.131531386
1026.765626,1.372781386
1027.166876,1.454031386
1027.701876,1.469031386
1028.504376,1.471531386
1028.905626,1.472781386
1029.440626,1.447781386
1029.841876,1.449031386
1030.778126,1.345281386
1031.313126,1.320281386
1032.231876,1.839031386
1032.633126,1.840281386
1033.034376,2.081531386
1033.569376,2.136531386
1034.371876,1.979031386
1034.906876,1.314031386
1035.308126,1.075281386
1036.494376,0.941531386
1036.895626,0.782781386
1037.296876,0.784031386
1038.233126,0.800281386
1038.634376,0.801531386
1039.035626,0.802781386
1039.570626,0.777781386
1039.971876,0.779031386
1041.158126,1.325281386
1041.559376,1.326531386
1042.094376,1.061531386
1042.495626,1.062781386
1042.896876,1.064031386
1044.618126,0.985281386
1045.019376,1.066531386
1046.339376,1.346531386
1046.874376,1.681531386
1047.275626,1.922781386
1048.078126,1.725281386
1048.613126,1.740281386
1049.014376,1.741531386
1049.415626,1.742781386
1049.950626,1.477781386
1050.351876,1.479031386
1051.288126,0.935281386
1052.225626,1.472781386
1052.760626,1.807781386
1053.161876,2.089031386
1053.964376,2.411531386
1054.499376,1.866531386
1054.900626,1.867781386
1055.301876,1.869031386
1055.836876,1.204031386
1056.889376,1.336531386
1057.424376,1.631531386
1057.825626,1.472781386
1058.628126,1.075281386
1059.163126,0.930281386
1060.363126,1.330281386
1060.898126,1.665281386
1061.433126,2.000281386
1062.235626,1.842781386
1062.636876,1.604031386
1063.171876,1.459031386
1063.573126,1.060281386
1063.974376,0.941531386
1065.179376,1.426531386
1065.580626,1.667781386
1066.516876,1.444031386
1066.918126,1.445281386
1067.319376,1.206531386
1067.854376,1.181531386
1068.255626,1.062781386
1068.656876,1.064031386
1069.191876,0.799031386
1069.994376,0.801531386
1071.046876,1.494031386
1071.448126,1.735281386
1071.983126,2.030281386
1072.384376,2.111531386
1073.186876,1.994031386
1073.721876,1.849031386
1074.123126,1.450281386
1074.524376,1.451531386
1075.059376,0.786531386
1076.379376,1.426531386
1076.780626,1.667781386
1077.181876,1.909031386
1077.583126,1.990281386
1078.118126,1.845281386
1078.920626,1.847781386
1079.455626,1.582781386
1079.856876,1.584031386
1080.258126,1.585281386
1081.194376,1.201531386
1082.246876,1.334031386
1082.648126,1.575281386
1083.049376,1.736531386
1083.985638,1.472793006
1085.171876,1.139031386
1085.706876,0.914031386
1087.294376,1.221531386
1087.695626,1.062781386
1088.614376,1.301531386
1089.015626,1.542781386
1089.550626,1.477781386
1091.138126,1.425281386
1091.539376,1.506531386
1092.475626,1.202781386
1093.675626,1.282781386
1094.076876,1.524031386
1094.611876,1.859031386
1096.199376,1.046531386
1096.600626,0.927781386
1097.001876,0.929031386
1097.536876,0.944031386
1098.339376,0.906531386
1098.740626,0.907781386
1099.793126,1.120281386
1100.194376,1.201531386
1101.113126,1.040281386
1102.830626,1.357781386
1103.231876,1.639031386
1103.766876,1.934031386
1104.569376,1.976531386
1104.970626,1.857781386
1105.512626,1.879781386
1105.906876,1.874031386
1106.441876,1.849031386
1107.244376,1.851531386
1107.779376,1.866531386
1108.698126,2.385281386
1109.099376,2.226531386
1109.500626,2.187781386
1110.035626,2.522781386
1111.105626,2.912781386
1111.506876,2.674031386
1111.908126,2.515281386
1112.309376,2.276531386
1112.844376,2.251531386
1113.646876,2.254031386
1114.565626,2.772781386
1115.100626,2.387781386
1115.501876,2.229031386
1116.438126,2.805281386
1116.839376,2.806531386
1117.240626,1.727781386
1117.775626,1.182781386
1118.176876,1.184031386
1118.979376,0.906531386
1120.165626,1.172781386
1120.566876,1.414031386
1121.101876,1.589031386
1121.503126,1.590281386
1122.439376,0.806531386
1123.358126,1.285281386
1123.759376,1.526531386
1124.160626,1.607781386
1124.695626,1.182781386
1125.498126,1.185281386
1126.033126,1.200281386
1126.434376,0.921531386
1126.835626,0.922781386
1128.021876,1.429031386
1128.423126,1.670281386
1128.824376,1.591531386
1129.760626,1.327781386
1130.161876,1.049031386
1130.563126,0.810281386
1131.481876,1.089031386
1131.883126,1.330281386
1132.284376,1.331531386
1132.819376,1.346531386
1134.273126,1.280281386
1134.808126,1.615281386
1135.209376,1.856531386
1136.011876,1.739031386
1136.546876,1.314031386
1136.948126,1.195281386
1137.349376,1.076531386
1138.535626,1.262781386
1138.936876,1.504031386
1139.338126,1.585281386
1139.873126,1.480281386
1140.274376,0.921531386
1140.809376,0.936531386
1141.728126,1.255281386
1142.129376,1.376531386
1142.530626,1.337781386
1143.716876,1.044031386
1144.118126,1.045281386
1145.036876,1.124031386
1145.438126,1.365281386
1145.973126,1.460281386
1146.374376,1.461531386
1147.310626,1.197781386
1147.711876,1.199031386
1148.113126,1.200281386
1148.514376,1.201531386
1149.049376,1.056531386
1149.851876,1.059031386
1151.038126,1.525281386
1151.439376,1.766531386
1151.974376,2.101531386
1152.375626,2.142781386
1153.311876,1.879031386
1153.713126,1.880281386
1154.114376,1.881531386
1154.515626,1.842781386
1155.050626,1.857781386
1155.853126,1.180281386
1156.814876,1.742031386
1157.216126,1.743281386
1157.751126,2.078281386
1158.553626,2.400781386
1159.088626,2.415781386
1159.489876,2.417031386
1159.891126,2.378281386
1160.426126,1.993281386
1161.362376,2.009531386
1161.763626,1.730781386
1162.682376,2.249531386
1163.083626,2.250781386
1163.618626,2.025781386
1164.019876,2.267031386
1164.822376,2.269531386
1165.357376,2.244531386
1165.758626,2.005781386
1166.159876,1.727031386
1166.694876,1.742031386
1167.497376,1.744531386
1168.683626,2.130781386
1169.084876,1.932031386
1169.486126,2.133281386
1170.422376,2.549531386
1170.823626,1.590781386
1171.358626,1.045781386
1171.759876,1.047031386
1172.696126,1.063281386
1173.882376,1.289531386
1174.417376,1.624531386
1174.818626,1.585781386
1175.219876,1.587031386
1176.156126,1.443281386
1176.557376,1.324531386
1177.476126,1.203281386
1177.877376,1.444531386
1178.412376,1.339531386
1179.214876,1.342031386
1179.749876,1.317031386
1180.151126,1.198281386
1181.337376,1.184531386
1181.738626,1.425781386
1182.139876,1.587031386
1182.674876,1.602031386
1183.076126,1.323281386
1183.878626,1.205781386
1184.413626,1.180781386
1184.814876,1.182031386
1185.216126,0.783281386
1186.956126,1.323281386
1187.357376,1.604531386
1187.892376,1.899531386
1188.293626,1.980781386
1189.229876,1.997031386
1189.631126,1.998281386
1190.032376,1.719531386
1190.968626,1.735781386
1191.369876,1.457031386
1191.904876,1.472031386
1193.032126,2.039281386
1193.433376,2.040531386
1193.834626,2.281781386
1194.235876,2.523031386
1194.770876,2.858031386
1195.573376,2.940531386
1196.108376,2.915531386
1196.509626,2.916781386
1196.910876,2.678031386
1197.445876,2.653031386
1198.765876,2.773031386
1199.300876,2.788031386
1199.702126,2.789281386
1200.103376,2.790531386
1201.039626,3.366781386
1201.440876,3.608031386
1201.975876,3.583031386
1202.377126,3.584281386
1202.912126,3.199281386
